label,sentence1,sentence2,sample_index
1,Two men sitting down outside and looking at a magazine picture of a woman in a bikini.,Some people are looking through a magazine.,187
1,A man wearing a black shirt sings in a band.,The singer at the concert is wearing black.,190
1,Two small dogs play on the lawn.,Two dogs play on the lawn.,196
0,A brown and white dog is leaping over a log near water in the snow.,The dog is sitting near a fireplace.,200
0,elderly asian man and woman sit on the ground with there baskets.,There is a married couple sitting next to some baskets,211
1,"All the people sitting on the subway are reading, except for one man who is checking his phone.","A crowd of people are sitting in the subway, most of which are reading.",216
1,1 man riding a bike through the country.,A human is riding a bike.,217
0,A gray dog is in grass.,A dog walks in the living room,223
0,People are standing in a room with a television that has a picture of a boat on the water.,A family watching Gilligan's island,228
0,A young man in blue and one in burgundy are in a wrestling competition.,the rocks were hard,232
0,A woman wearing a green shirt is attending cosmic bowling at the MonsterBowl.,A woman in green shoes leaves the bowling alley.,235
0,"A man, in red and black striped clothing, is sitting on a diving board, with a yellow hat on.",A man is sitting on a diving board and whistling.,245
1,Two ladies are selling fruits and produce on the street.,Two people are selling fruit.,247
0,A man in a hard hat stands beside a ladder.,Construction worker about to climb a ladder to fix an electrical problem.,252
0,A girl is sleeping on top of a book in a library full of books.,A girl falls asleep in her bed.,255
0,The black cup sitting on the black saucer resembles a top hat.,the cup is red,262
0,"A young child plays with a hose in a field with another child, and two adults.",The children playing are siblings.,266
0,"Three men, two wearing yellow suits, are looking in the back of a car.",Three men breaking into a car.,274
1,"People walking on a platform at a train station, with informational signs overhead.","The people are not in private, they are out in public.",283
0,Skateboarder on a rail.,Ten skateboraders,284
1,A little girl grasps her hands while sitting on a green and white striped towel in a grassy field.,A little girl sitting outside.,296
1,Two young children are lying on a porch in sleeping bags.,Two children are in bags.,298
0,A tan curly-haired dog jumps in the snow with a stick in its mouth.,A puppy is playing fetch.,299
1,Two cheerleaders dressed in black and pink are posing with one leg held up.,Two cheerleaders pose with one leg up.,300
0,Two men on opposite teams playing basketball.,Two baseball players shaking hands,306
0,A baseball player hitting a home run.,the cat eats sheep,308
1,sleds sled down the street,Sleds move down the street.,309
0,A family sits down at a table to play a board game together.,A family is having a game night.,314
1,Men gather around a basket full of fresh fish as another man lifts the largest fish in the air.,Some men are viewing fish.,325
0,A man lays on the grass in a field and reads a book.,A man dancing on the streets.,330
0,Large skillet full of soup boiling over an open campfire and woman rummaging in a cardboard box in background.,A pot of soup is boiling over a stove,331
0,A group fathers in folding chairs and drinks some beers in the backyard.,The fathers likes each other.,342
1,Two dogs running down a dirt road.,Dogs are off their leash outside.,345
0,"Five men, one wearing a white shirt standing on something, hanging up a picture of a child.",A man in a black shirt hangs a picture.,356
0,"Hooded women at event, one seated next to a table with large glasses on it.",The woman are at a renessance fair.,366
0,A German Shepherd walks at the beach with an orange Kong toy in its mouth.,A German Shepherd plays following a swim.,372
1,A man wearing a sunhat and carrying a rucksack poses on the side of a desert hill.,A person posing in the desert.,378
1,"A little girl in cuffed jeans, a long-sleeve pink shirt and no shoes is sleeping on the sofa.",A child dozes on furniture.,381
1,A young Oriental girl in a pink and gray striped shirt nibbles at a strawberry as she looks to her right at something behind the camera.,An Asian child eats a strawberry as she looks to the right,388
1,Female child walking on the beach wearing an elmo shirt.,Female child walking on the beach,390
0,A girl and a little boy are looking through a camera.,adults at work,407
1,A man in a kitchen is frying breaded food in a cast iron pan.,A man cooks.,408
0,A person in a yellow top and green shorts stands in a field by a soccer goal.,A person is running and playing soccer.,409
1,Woman stands at a table full of vegetable produce.,A table full of produce and a woman.,410
1,A young woman with blue jeans and a black tank top is walking down the sidewalk screaming and clutching her chest.,There is a human on a road.,412
0,"Several men in gray collared shirts walking down the street, three of which are playing bagpipes and one a drum.",The men are shirtless,414
1,A man leaping from a rocky hill.,The man is outside.,415
0,Two women and a young man play a game around a table.,Everyone is watching a movie.,416
1,The drag racers take off the starting line.,The racers are in cars.,419
1,"A man wearing a white shirt, gold cross, and a cowboy hat is standing in front of a roller coaster.",a man stands in front of an amusement park ride,420
0,"A night shot of people gathered around a sign that says ""We Are Demanding"".","A night shot of people gathered around a sign that says ""NO SMOKING"".",433
0,A man working on a brass pot on the ground.,The man is working at a table.,438
1,An elderly man looks through a camera on a tripod during a trip to the mountains.,A man has a camera.,439
0,A man in a yellow jacket takes a picture while leaning against a car while another man works on the car on the opposite side.,Two men are talking about a car.,440
0,A surgeon performing surgery.,patients are standing in hospital,442
1,A woman carries a bag with bright pink lettering.,A person carries a bag with letters on it.,447
0,"A man with short, blond-hair stares at a cement mixer.",The man is making his way up a large ladder.,450
1,An old monk inspects a golden relic.,A religious person looks at a holy object.,453
1,A woman in a yellow jacket holding a red umbrella.,There is a brightly dressed woman.,465
1,A man with his shoes off is sitting on a rug.,a person sitting.,469
0,A couple is kissing on a bridge.,A couple fights outside a restaurant.,478
1,Motorcycle racers take a sharp turn.,bikers taking a curve,479
1,Two people stand on the steps of a large outdoor set of stairs made out of stone.,Two people are standing on stairs.,483
0,A teen boy is looking in the mirror with his entire face covered in shaving cream and is shaving his cheek.,A grown man fixes his long beard in the restuarant window.,485
0,A motorcycle is lying on the ground near a fire engine.,This motorcycle will never roll again.,490
0,Man taking a break under a umbrella leaning against truck.,A man rests under a truck.,492
1,There is a middle-aged lady who is performing with 2 fans in her hand and a lot of makeup on her face.,The woman is performing.,512
1,A person walking down a street.,The person is on the street outside.,519
1,A young baby crawls across the wood floor towards the water bottle.,A baby is crawling,534
0,Four male musicians and one female musician are playing instruments outside a house.,Five people are sitting inside.,542
0,A city street is illuminated by lamps at night.,A city street is dim with no working streetlamps,543
0,"An African American woman braiding another African American woman's hair, while sitting in a white chair.",The woman sitting in the chair is braiding her own hair.,544
1,A child is holding a colorful object and overlooking a crowd of people while sitting on the shoulders of an older person.,A child is sitting on the shoulders of someone older than them and near a crowd of people,548
0,Two boys kick around a ball in a meadow.,Some children are playing soccer outside.,552
1,A woman sits on a green bench while reading a book.,A human sitting,561
1,A little girl in a pink skirt is climbing a tree with other children.,Some children are playing outside.,568
0,Two men not looking at pictures.,Two men looking at pictures.,574
0,A young boy poses for the camera at an amusement park while riding a ride.,A boy is surprised by the camera photo as he is screaming on a rollercoaster.,583
0,An Indian man transports three containers on his bicycle.,A man transporting in bicycle.,588
1,A boy in an orange life vest plays on the shore with his net while his father in a red shirt and straw hat fishes.,A father and his son are fishing,589
1,A woman waring a purple sweatshirt in a jewelry store is bent over inside the display case.,A human in a shirt,591
0,a women's beach volleyball game,Women play volleyball in the gym.,600
0,A dog swims holding a tennis ball in its mouth.,A black lab swims holding a tennis ball.,608
1,Two guys in blue shirts are standing on top of a construction surface doing construction work.,A couple of workers are are doing construction.,609
1,"A crowd of people and their families are gathered in a field near an arena, watching an event on an outdoor screen.",A group of people are outside watching a screen.,615
0,"Four people are sitting in the middle of an ocean, on something unusual.",woman plays accordian,618
0,"A woman in a black shirt, jean shorts and white tennis shoes is bowling.",A woman is bowling with a pink bowling ball.,628
1,A child runs barefoot across a blacktop parking lot.,A child running on the parking area,630
0,A black and white dog is jumping over a fence in an obstacle course.,A black and white dog is playing in an obstacle course,632
1,A group of christian women stand in an art gallery on Ash Wednesday.,Humans standing,633
1,A man running on a treadmill while listening to music.,A man running on a treadmill.,634
0,Man using a loom to make something.,A man is making a bracelet with a loom.,638
1,A woman with a gray shirt and dirty white apron works with wood.,A woman completing chores outside.,651
1,A man sitting on a boat with a flag and the sunset in the background.,The sunsets as a man sits in a boat.,653
0,Man in suit jacket and tie walking.,A man in a suit jacket is sleeping on the bus.,657
0,A large wall painting within a library.,there is an art everywhere around the books in college,662
1,Two Japanese actors wearing masks and colored costumes in front of an audience.,An audience watches two actors who are wearing masks and colorful outfits.,666
1,A family picnics in a park with a greenhouse in the background.,The family is having a picnic together at the park.,667
0,Protester march through a park with signs.,Some people are cooking a meal.,675
0,A band plays a concert for fans.,A band plays the song they are most famous for.,685
1,Two men wearing hats are shown at the front of a crowd of people.,There are two men in front of the crowd.,687
0,A dark-skinned woman with a scarf on her head smiling with telephones hanging from the trees.,She is outdoors.,690
0,A girl in very interesting shoes and a blue dress walks down the street.,A girl is walking down the street to her friends house.,693
1,White greyhound racing as dog number 1.,A dog racing.,695
0,A man in blue is in the top balcony looking down.,the guy looks down from the balcony at his wife,702
1,A group of people rowing on a lake.,tourists are enjoying water,703
1,The traffic lights are painted yellow,The traffic lights are painted.,704
0,Woman and baby crossing street.,Mother and child out on the town.,715
0,A woman in white blowing bubbles.,A fugitive was arrested with bubble gum and cocaine.,718
1,"A group of men, one with a bike, on a dock with tires and a rope.","A group of men, one with a bike, on a dock",722
1,Three dogs are playing rough in a sandy field.,Three mammals playing with each other.,725
0,A tortoise attempts to eat a berry.,A tortoise eating for the first time in many days.,730
0,Two dogs try to get an orange toy.,Two dogs want a toy ball.,751
0,"A few men are shown flipping in the air, upside down, as a result of using a contraption that is on their legs.",guys play with super pogo sticks,760
0,"A redheaded, heavily freckled, caucasian woman sits, eating chips.",The chips are spicy,767
1,a woman running in a race while onlookers cheer her on,A woman is running.,769
0,"Four men, two of them with guitars, perform on a stage while several people with their hands in the air watch.",A group of men silently protest.,780
0,A person in a biking suit rides a bike down a hill.,There is a girl on the bike.,792
0,A man on a surfboard riding a giant wave.,The surfboard has a propeller,794
0,A man wearing a helmet bicycling in the woods.,A man is biking to a campsite.,797
0,Two basketball teams playing a small game watching a ball as it flies towards the goal.,Two football teams await the kickoff.,800
1,Several people preparing food in a kitchen.,Some people are cooking.,806
1,A city street with cars parked by the meters and people walking and congregating under a pavilion type area.,A city street with cars and people on it.,817
1,A blond individual rides a jet ski in water near a mountain range.,A person plays in the water.,818
0,A woman is bathed in red light on stage.,The woman is singing a song in the theater.,833
0,An Asian women is doing her old method of artwork.,The woman is american.,841
0,A surfer with long blond-hair runs his hand through the water while catching a wave.,The surfer is a girl.,843
0,Three men racing downhill on modified skateboards and race gear.,Three women racing downhill on modified skateboards and race gear.,847
1,"A man sits in the sunlight, on a bench, playing a banjo while a Canadian Goose looks on.",A man plays a banjo.,850
1,a butcher cutting an animal to sell,Someone is cutting up a dead animal.,858
0,A young woman in a plaid jacket and face mask drives a passenger on a scooter.,A young woman rides on a bus.,859
1,a dog jumps for the Frisbee the girl is holding.,A dog jumps for the Frisbee the person is holding.,863
0,"a rock climber, climbing an extremely steep rust-colored rock wall, and he is wearing a bright orange hard hat with a light attached to it in the front, sunglasses, and jeans.",A rock climber is preparing for a future competition,867
1,A woman stands outside of a church door alone.,A woman is standing alone outside of a door.,869
1,A young child in a pink coat erasing a sign out on a sidewalk.,A child is outside.,870
1,A little girl holds a red balloon in front of a doorway.,There is a person in close proximity to a man-made structure.,878
0,a man smiling at a construction site while laying bricks,a man smiling at a construction site while laying bricks is working overtime,890
1,"a man wearing a blue shirt, standing on the railroad is taking picture of the bridge.",A man is outdoors taking pictures.,905
1,Blacksmith at working outdoors.,Iron smiths are working outside.,906
0,A black dog jumping off a dock into water.,A brown and white dog is jumping into the water on a Tuesday afternoon.,912
1,Snowboarder in a striped shirt going off a ramp in front of a crowd.,It is snowing,918
0,A group of people stand and look at a kid who jumped.,The group of people are watching the kid who just jumped off the top of a jungle gym and broke his arm.,927
1,A child is enjoying the ducks on a fall day.,The child is entertained by the animals.,932
1,"A man on crutches in a red, blue, and white uniform is standing on a football field looking up at the sky.",A person on crutches.,941
0,Man about to kick football on a field.,A man swings his golf club.,943
1,A man with a dog is seated at the base of a statue.,The man and the dog are by the statue,950
1,A boy is looking through the flap of a red and white tent.,A boy is outside of a tent.,965
1,A group of children play in the muddy water near the woods.,the children are wet,970
1,People walking and biking down a city street lined with white-painted houses.,The street was lined with white-painted houses.,971
0,Two surgeons performing a surgery.,Two doctors doing a heart transplant,979
0,A man in a brown jacket and beige cap is drinking from a Styrofoam cup.,a warmly dressed man is drinking coffee,983
0,A trumpet player reads sheet music in a performance.,A saxaphone player plays without sheet music.,992
1,local nationals running past a humvee while a soldier stands over fellow troop.,There are soldiers and a humbee.,999
0,A man is standing by two vehicles with three inflatable american flag designed bats leaned against him in a triangle shape.,The man is feeding birds in the park.,1003
1,"Three people standing near a door, with silly string cans.",Three people with silly string cans.,1013
1,A man is bowling with various national flags displayed at the opposite end on the bowling alley.,a man bowls in a decorated alley,1014
1,Two sandy blond women embrace an African American bare chested male by touching the top of his head.,two women are touching a man.,1018
0,A woman wearing black sunglasses stands outside of a building.,A man wearing eyeglasses sitting outside of a building.,1024
1,A man and two women talk while looking at his reflection in the mirror.,Three people are talking,1035
1,Two indian men wearing white are playing instruments on a padded mat.,Two people are sitting on a mat.,1044
0,The man is skateboarding on a large brick staircase.,A man is skateboarding on a staircase outside.,1046
0,A Sooners football player moves quickly on the field as another player runs.,The player plays for Ohio State.,1049
1,man wearing brown pants and light blue shirt carrying flags.,A person carrying flags.,1050
1,A group of people are walking across a city plaza.,The people are walking outdoors.,1055
1,A US Army officer is standing with his horse on a bright day.,The officer is next to his horse.,1057
0,A man and woman stand in front of a large red modern statue.,Some people are sitting down in an art museum.,1070
0,An elderly man in a light blue coat works on a car on the roadside.,The old man is a good mechanic.,1074
0,"Two young, barefoot men in white square off against each other in an impromptu arena.",Two men are sitting down to a meal at a restaurant.,1075
1,A scientist in a lab points to a computer screen while one of his co-workers looks on.,A scientist is operates a computer and other worker is watching,1086
1,"A brown-haired woman wearing glasses, a black long-sleeved shirt and pin striped pants flipping through a book and smiling as a blond woman wearing a white sweatshirt and a white shoulder bag on her right shoulder watches smiling.",A brown haired woman is holding a book.,1090
1,A group of people dancing at a party.,Some people are listening to dance music.,1095
0,"A person wearing a yellow t-shirt, inside a building has on a motorcycle helmet.",The person is wearing solid black.,1096
1,A boy sitting behind the bushes.,A boy sitting.,1099
0,"A woman is reading a book to two small children, one who is drinking from a cup.",A woman reads a book to her children before bedtime.,1108
1,"A festival is going on right outside a lake, with several drummers in red shirts and a man on stilts playing the drums.",An outdoors festival with musicians playing music.,1113
1,A woman with glasses raised is staring with her mouth open and there is a man with a child behind her.,A woman is in front of a man and a child.,1121
0,A dog is running in the ocean beside the beach.,The dog is running and swimming.,1122
0,A child with blond-hair is reading a book next to a dog.,the child is white,1126
1,A boy does skateboard tricks on a railing.,boy on skateboard,1131
0,A cowboy desperately tries to hang on to a bucking pinto horse during a rodeo.,the cowboy has fallen off the horse,1132
1,"Foreign folk dancers are dressed in outfits of bright lime green, red and white tops, lime green headbands and red, blousy trousers and open-toed specialty shoes while dancing in a city street, while spectators enjoy the show.",Foreign folk dancers are dressed in bright outfits while dancing in the street for an audience.,1138
0,Two puppies are tugging on a rag in the grass.,The puppies are drinking water.,1141
1,Multiple blue umbrella tables where people are eating.,There are umbrellas at the tables.,1163
1,A man sitting on a subway.,A man is riding the subway.,1173
0,A group of young boys have their shirts tied up revealing their midriffs as a man in a blue shirt stands their looking uncomfortable and a woman next to him laughs.,Some boys are intentionally making a spectacle.,1175
0,A group of people sit and stand discussing yellow melons.,girl follows dogs,1178
0,Four men sitting in a room watching someone.,Four men are standing looking at food.,1180
1,A man and woman in a kitchen with plastic cups of wine or champagne.,A man and woman in a kitchen with plastic cups.,1186
1,Two little boys are playing together on the bed.,The boys are playing indoors.,1188
1,A young polo player wearing an orange jersey riding a horse.,a polo player rides,1191
0,"Four people sitting on a couch, in the center is a young woman in a black dress smiling at the camera.",Four people are acting on the set of a television show.,1197
1,A black and tan dog walking through the snow.,A dog is surrounded by snow.,1198
1,Two people are standing in a room one of whom is smoking the shots are of the back of the foreground person.,A person is standing in a room smoking and another person is also standing nearby.,1204
0,A group of young men walk by vendors and look at goods.,the man sat alone reading a book on the bench,1212
0,A black man is playing a guitar while a woman in a dark green coat nearby is looking away.,the man is very good,1213
1,A man with a blue helmet and a yellow and black jacket is riding a bike in the woods.,"A man rides a bike in the woods wearing blue, yellow, and black colored gear.",1216
1,A group of small girls holding up painted glass cups.,The girls are holding painted cups.,1217
0,A woman is drawing at a table with a blue permanent marker.,A woman is drawing a dinosaur at a table with a blue permanent marker.,1222
0,A dog is running through high grass with a woman wearing red in the background.,The woman is in the high grass with her cat.,1225
1,A little girl climbs a fence.,girl climbs fence,1227
0,The black and white dog is herding the sheep.,The dog has no legs and stays on the porch all day.,1233
1,A man standing on the street with a large bag on his back and holding several shopping bags in his hands,A man is on a shopping trip.,1234
0,Two oxen are pulling a person through splashing dirt and mud.,The person is in the living room.,1238
1,A male tap dancer wearing black suspenders and a dress shirt is in front of a musical trio on a stage with one leg raised as he is in the middle of a dance move.,"A male performer dances in the front of the stage, while musicians play behind him.",1240
0,A young woman plays on a swing set while trees sway in the background.,a WOMAN plays on a swing set while trees sway in the background and the rain goes away.,1243
1,A man and woman seated at a table together.,Two people are sitting together.,1245
1,A group of people stand below black and white patterned decorations.,The group is standing below some decorations.,1258
1,A group of adults and children gather around to plant a baby tree.,The people are planting a tree.,1270
1,A man in blue slacks addresses an audience and reads a piece of paper.,The speaker has blue pants on.,1271
0,A child in a yellow plastic safety swing is laughing as a dark-haired woman in pink and coral pants stands behind her.,A young mother is playing with her daughter in a swing.,1273
1,Four older gentleman are outside sitting in chairs.,The men are outdoors.,1280
1,Four men are walking up a trail.,A group of men are walking.,1295
0,Person with a backpack in a field,a man an woman have a picnic at the beach,1311
0,A man in a green shirt is skating on a railing.,A man in a red shirt skates on the sidewalk,1316
0,A woman standing outside on a sunny day looking at something wearing blue jeans and sandals and a tank top.,A woman stands outside because she's looking for her son.,1318
0,A brown-haired woman wearing a silver watch is petting a white rabbit.,The animal belongs to the woman.,1329
1,Barefoot girl in a pink shirt tackles the football equipment on the field.,A girl is barefoot and tackles the football equipment outside.,1337
0,Children at a religious ceremony looking around in surprise.,The children are in a youth group.,1341
1,A man in a bowling alley getting ready to throw the bowling ball down the lane.,a man is getting ready to bowl,1356
1,A person in long shirt and a hat is in the water with a large orange net.,A person is in water.,1359
1,Two Asian women in high heels walk down a dirt street outdoors.,The women who are walking on a dirt road are wearing high heeled shoes.,1360
1,A man in a lavender shirt holds a young child in his lap while holding a Dog book in his hands.,A man is holding a dog book in his hands,1363
1,A closeup of a man in glasses looking at the camera.,the man is on tv,1366
1,An older man in a gray shirt with a white long-sleeve shirt under it holding up a small wooden cabinet.,An older man is holding something.,1372
1,"A concert band displays patriotism and talent, through dress, as well as their music.",A concert band is dressed in uniform and performing.,1375
1,A worker in a white straw hat with pink gloves on tending a small garden.,A person in a white hat is outdoors.,1384
0,Two men sitting on a couch in a room.,Two men sitting on a red couch,1385
1,A snowboarder dressed in yellow makes a jump.,There is a snowboarder.,1388
1,a girl in a red and black uniform is playing the flute as part of a marching band.,A girl is playing the flute.,1390
0,"Two girls in a tree, one of them is holding a little wiener dog.",Two girls are on the beach.,1391
0,"A man in black oxfords, jeans and a layered green over black shirt, jumps in front of a run down industrial building.",A well dressed man is dancing happily in front of a building.,1403
1,An elderly man communicates with a man and a woman.,A human communicating,1408
1,A woman with a red sweatshirt is riding in a sailboat that is tipping over.,A woman riding a sailboat,1414
1,The rear end of an animal whose front end is underground.,The butt of an animal,1418
0,"Africans in tribe clothes, walking pass a green.",Africans are shooting guns at a bear.,1419
1,A little boy rides a bike down a hill on a miniature dirt bike.,A little boy is riding outside.,1429
1,A girl wearing a pink and black shirt and jeans fixes her hair before walking up the stairs.,A person with a shirt,1433
1,a man is performing a jump on a skateboard in the park.,a man is outdoors.,1437
0,Many people gather outside at the Aids walk New York.,People are walking new york.,1441
0,People stand by a rocky cliff with water below.,People are sitting on a couch.,1443
1,"A man wearing a light blue shirt, white shorts, blue shoes, and blue wristband and headband is playing tennis.",The man is dressed in blue.,1444
0,"On a hot day, three small kids sit in a big container filled with water.",Fourteen adults all share a single glass of water.,1449
0,A blond Caucasian woman in a blue shirt wearing a straw hat.,A blond black woman in a blue shirt wearing a straw hat to goto the park.,1456
1,Three performers at a show.,Three people playing together at the show.,1458
0,A little girl and her younger sibling are seated behind an adult who is taking them on a bike ride near forested hills on a sunny day.,The girls and the adult are going on a bike ride to the restaurant.,1464
0,Two soccer teams are playing a game in a stadium.,Two soccer teams are competing in a championship.,1472
1,A group of people white water raft on very choppy water.,a couple was there,1473
1,A man is looking through a tunnel.,The man looks.,1474
1,A woman in blue coat reads a book on the subway platform.,A woman waits on a subway platform.,1476
1,A small girl is sitting in a highchair with a spongebob toy.,There's a girl on the highchair with a SpongeBob toy.,1480
0,A young man in a black shirt playing a xylophone.,A young man plays the xylophone during a musical concert,1481
1,A man is kissing the forehead of a baby that is lying on a couch.,A baby lying on a couch gets kessed by a man.,1483
0,The tennis player wears a headband to protect his eyes from sweat.,The tennis player has split his shorts.,1486
1,Men playing in a soccer game in front of a crowd.,The men are playing a sport.,1503
1,Two tired children rest on couches at an art museum while the adults around them view the art.,Two kids and adults are in a museum.,1509
1,A brown dog swims and carries a brown object.,The swimming animal has something in his mouth.,1513
0,A man with long hair talking on phone.,The man is talking to his daughter.,1514
1,A little person wearing a kilt and holding a flag with a lion on it is waving from a stage.,The small person is on the stage.,1515
0,A man with a red helmet is working on laying bricks.,A man wearing a hardhat is creating a structure with blocks.,1517
0,a woman is walking beside a subway.,The woman is sitting.,1520
1,Three girls wearing red and white walk with a parade.,Multiple people are in a parade.,1523
0,"The boy is jumping a skateboard down the steps, surrounded by graffiti covered walls.",The girl is jumping a skateboard.,1529
1,A group of children listening to a teacher read a story in the library.,Children listen to a teacher read a story.,1531
1,A man sings into a microphone on a stage.,A man is singing.,1538
1,Two men in plaid shirts riding horses and they are lassoing a calf.,Two men on top of horses,1555
1,Three women in matching black and yellow dresses and a woman with orange hair.,There are four women.,1567
0,Two women are sharing an umbrella together.,A man enjoys a beautiful day on the beach.,1569
0,A man standing on concrete outside wearing a red shirt and gray pants.,A man is waiting.,1573
0,baby being fed food on a spoon,crying baby,1574
1,Many people are dancing outside at night under hanging lights.,People are dancing.,1579
0,An asian woman is sitting in a plaza with her luggage and holding a pale blue umbrella.,The woman can't find her bags.,1582
0,A woman in a striped outfit on a bike.,Woman can ride even in a striped outfit,1586
0,a construction worker is frowning with a yellow vest,a construction worker is frowning with a tight yellow vest,1587
1,The kayaker is going through rapids.,The kayaker is on the water.,1588
0,A older lady is sitting on some steps.,An older lady sitting on steps in front of her home.,1596
1,An elderly woman giving her daughter a hug.,A woman embraces her child.,1598
0,A dog in grass with a blue item in his mouth.,the dog is fat,1621
0,Band performs at outdoor event.,Band refuses to perform at an indoor event.,1631
1,Two asian men are inspecting baggies of fish in water that are for sale.,Asian men are inspecting fresh fish that is for sale.,1644
0,A man wearing japanese clothes shoots an arrow at a target.,A man drinking soft drink,1645
1,Competitive kayakers battling in ferocious waters,kayakers battling in ferocious waters.,1653
1,A muscular man in a black wife-beater and sweatpants is smoking a cigarette and giving a stern look.,The man appears to be very strong.,1654
0,A girl does gymnastics on a balance beam on the beach with an amusement park and people in the background.,Many people are watching a girl perform gymnastics on a balance beam at the beach.,1673
0,A girl swings her little brother around in a courtyard.,A girl cannot see her feet.,1679
0,A rollerblader does a trick at a skate park,A rollerblader does a dangerous trick at a skate park,1688
0,A man wearing a blue shirt and a plaid cloth wrapped around his waist is trying to obtain something from a tree by using a long pole.,A man wearing a suit stands by a bush.,1690
0,A little boy is playing on a playground rocking toy.,A little boy is inside doing homework.,1692
1,A nurse tending to a patient in a hospital.,One person cares for another person.,1697
0,A man in a suit runs across an intersection while a large group of people assembles.,A man runs quickly in a large city.,1714
1,A man wearing shorts a long with many other people are sitting in the snow.,The group is outside.,1717
0,A man working on a large piece of equipment.,The man is working on farm equipment.,1724
0,A man grins and holds up a white coffee cup while sitting near a tree.,A man is in a tree.,1727
1,A woman with an umbrella and funky red glasses.,A woman wearing glasses.,1729
1,One young child in a swimsuit jumping off a blue inflatable slide with water.,A kid is playing.,1732
1,Three people are walking down a dirt path.,Three people are walking outdoors.,1738
0,A baseball player trying to reach first base by beating out the shortstops throw.,A Braves player runs for first base.,1750
1,A young boy casting his fishing line off a pier,A boy fishes on a quiet day.,1753
1,People in matching shirts are rowing boats while others are on a path with trees.,People in matching shirts are rowing boats,1759
1,"A red rally-car is making its way through a muddy part of the race course, as photographers look on and take pictures of the vehicle.",The rally-car is going to be dirty,1761
0,A lady and a man kneeling down holding a string while another lady looks at them.,Two people are measuring something while a third watches.,1765
1,"A man in an orange jersey with the letter ""12"" on it plays football.",A man in a football jersey plays football,1767
0,A man in a blue jersey and orange visor threw a frisbee along a grass hill.,The man is playing frisbee by himself because he is bored.,1770
0,Man in blue shirt plays foosball along side a woman in a white shirt.,The people are a couple.,1774
