label,sentence1,sentence2,sample_index
1,Two girls in swimsuits shoot water guns from an inflatable pool.,Two girls are outside.,2127
0,A football player being tackled on a rainy day.,A football player tackles a sack of potatoes.,2129
1,A child carrying a large object on his head while looking at the camera.,The child is carrying something.,2138
1,Three pairs of different-colored underwear hanging from a clothesline with people and cars in the background,Some people are standing beyond a clothesline.,2163
0,A black and white dog leaping to catch an orange ball in an open field.,The dog is laying in the field.,2173
1,A young couple are embracing each other against a tile wall.,A young couple hold each other.,2195
1,The security guard is smiling.,A security guard is smiling.,2222
0,Two men are sitting at a table outside a coffee shop.,A couple enjoys coffee on their date.,2251
0,2 guys on a bar 1 is holding a pool cue,2 guys playing pool and 1 is holding a pool cue,2274
0,A hand holds a pencil over a page of sheet music.,A foot holds a pencil over a page of sheet music.,2276
0,An African woman dressed in colorful garb is holding a large pot and bundle of long sticks above her head.,A woman living in Nairobi is holding her pot and sticks above her head.,2282
1,Cement truck with a yellow mixer parked in front of a building.,A truck parked on the street.,2283
0,A man dressed as a clown and a young man wearing sunglasses pretend to ponder something seriously.,The clown and young man ponder something together.,2286
0,A female and male bike riding on a sunny day.,A motorcycle gang is rolling through town in a rainstorm.,2292
1,One man carrying red shopping bags has one arm around the neck of another man carrying black bags.,Two men have bags.,2304
1,A group of men outside playing basketball,Men are playing basketball.,2309
1,People are going about their day in a city.,People are living their everyday lives.,2317
0,Two men in Germany jumping over a rail at the same time without shirts.,Two people in Europe leap over the railing.,2321
1,A masked man carries a rocket propelled grenade over his right shoulder while walking down a street.,A man is carrying a grenade,2322
1,A woman in a black tank top hula hoops.,woman hula hoops,2344
1,A person is riding an ATV through the dirt.,A person is riding a vehicle through the dirt.,2349
1,A woman wearing a green hooded sweatshirt picking food from the bin.,A woman is picking food from the bin.,2352
1,A large group of people have formed a line outside.,A group of people line up outside.,2353
1,A farmer in a blue jacket and boots is gathering stacks of hay into bundles.,A farmer is doing errands around the farm.,2354
1,A man rides a bike down a city street.,A man rides a bike down the street.,2371
0,"Two little girls, sitting on a brick wall, sharing at a book.",Adults are singing.,2386
1,White& red car with ACE logo is getting ready to race.,A red and white race car.,2387
1,A funny man in a hat is having his guitar signed.,A man holds a guitar.,2391
0,A man in a puffy black coat stands near a tree trunk while a woman in a white scarf stands next to him with her head slightly bowed.,There are two people standing in the snow,2418
1,The young Anderson player is attempting to shoot while his opponent and teammate look on.,The Anderson player is shooting while people look on,2422
0,A woman in a red shirt is sitting on the edge of a high cliff.,A woman watching waves crash on the shore.,2435
1,An elderly women buying shampoo and conditioner at a store.,A woman was in a store.,2437
0,People watch a band featuring a singer in a captain's hat.,People are watching a band featuring a singer in a straw hat.,2463
0,A woman with her hair pulled up with a surgical mask on.,Someone sleeping.,2467
1,A blond boy in a striped shirt about to kick a pink soccer ball.,A lad is poised to kick something.,2474
1,A boy tosses a rock across a river.,A boy threw rock.,2489
1,A young man looks into the camera while a crowd of people on a busy street pass by.,the man is on a busy street,2492
0,A group of men and women perform a dance on stage.,Some people are fighting.,2496
0,A black dog in a yard with a green object in its mouth.,The dog is green.,2502
1,This man in the kayak is think this kayak is way too small for him.,A man is in a kayak.,2508
0,A little girl in a blue shirt is pointing at the water on the beach.,There is a little boy,2532
1,"A woman with a red umbrella, a woman with a yellow necklace and a female child cross a bridge.",there are women on a bridge,2538
0,A child with a red backpack following an adult on a hike through the woods.,The kid is the adult's son,2544
1,A surfer catches a huge wave.,There are large waves.,2546
0,A woman is throwing her wet hair back creating a pattern with the dripping water.,A woman is throwing her dry hair back.,2547
0,"A couple, both in pink, dancing together for a competition.",The couple is dancing the flamenco.,2555
1,A man in a green shirt is smoking.,A person is smoking.,2562
0,"An older woman wearing a straw hat, a pink shirt, and rain boots is standing in water.",the sun is grey,2581
1,A boat worker holding a rope.,The worker is holding the line.,2589
0,One white boy and one black boy stand with arms around each other.,They are friends,2593
0,Four men dressed in bondage gear are on a float in a gay pride parade.,The men are bisexual.,2596
1,Couples dancing in the street.,Some couples are dancing in the street.,2598
1,A new dad sees that his fatherhood is continuing.,A man is a dad.,2599
1,Four skiers walking up a snow covered hill.,Four skiers are climbing a hill through the snow.,2603
1,A child holding up action figures.,the child has a toy,2610
0,"Bicyclists are racing around a tight, enclosed track.",The cars are racing.,2634
0,2 female babies eating chips.,Two babies are eating Jello.,2659
0,A group of women in matching yellow shirts and white skirts walk together holding red and yellow flags.,A group of women are sitting at a park.,2660
0,"A person dressed in a blue coat is standing in on a busy sidewalk, studying painting of a street scene.","A person is naked, sleeping in their bed.",2665
1,"A young boy holding a toy stands on a stool in the shower, looking at the camera.",A boy holds a toy stand.,2671
1,A little girl gets in to a pool.,A kid gets into a pool.,2679
1,Graduation ceremony with graduates dressed in black.,The students are all wearing the same black outfits.,2683
1,A rollerblader riding a handrail.,A rollerblader is outside.,2691
1,"A smiling young female soccer fan wears a red and white shirt with a soccer logo, a red vinyl cape, and a hat that looks like a soccer ball with a small Swiss flag attached.",The woman is wearing clothes affiliated with soccer.,2710
0,A man in the kneeling position playing the violin.,A man stands and plays the flute.,2711
0,A dog running with something in its mouth,A dog is returning an object to its owner.,2721
0,A young man with brown hair playing a guitar.,The man is playing chess with a gold pen.,2732
1,Two men staring into space.,The men are looking up at the sky.,2742
1,A man holding a microphone and hand covering eyes,A man covers his eyes will holding a mic.,2745
1,A number of men ride elephants through a muddy river.,Men are riding on animals.,2757
1,Two people are on a golf course playing golf.,Two people are playing a sport together.,2775
1,"Two young Asian children, coloring on a wall.",Two kids are coloring.,2787
0,Men are working on scaffolding outside of a building while other men watch.,"The men are relaxing on a bench, waiting for the scaffolding to be fixed.",2798
1,A person waits inside a red compact car.,Someone sits inside a red car.,2800
0,A man and a woman relaxing outside and the man is also cleaning.,they are inside,2820
1,2 little girls eating ice cream.,Two girls are eating ice cream.,2822
1,"A man wearing a gray jacket, black shirt, and gray pants is standing by a grill on a deck on a cloudy evening.",A man is outside.,2827
1,a two-seated green sports car with the number 63 on its passenger side door on a driving track.,A car is on a track.,2852
1,"A group of people in uniform rehearse a dance routine, while other groups are visible in the background.",People are dancing.,2874
1,The brown dog dives backwards to catch the football.,The dog is catching a football.,2881
1,A sitting man is pulling something out of a shoe box.,The guy has something in his hand.,2897
0,A woman whose head is not visible walks in front of a bus with an advertisement on its side.,The advertisement has a similar looking woman on it.,2903
0,A man is on a golf course playing golf.,The man is playing golf with his best friend.,2927
0,A dog runs through muddy water.,A dog is chasing a ball.,2934
1,Two dirt bike riders in midair.,The bike riders are outside.,2937
1,"People walking past a sign that says ""I heart NY.""",The people are walking outdoors.,2956
0,Two men wearing blue jackets are seated next to one another.,The two men in the blue jackets are brothers.,2957
1,A young man in a kimono is sitting on the edge of a backyard hot tub smiling.,A man is near an outdoor hot tub.,2963
1,"The thin, older man wearing an orange-striped shirt and gray pants carries his tools on a vintage gray bicycle and rests for a moment by the corrugated building.",The man is older and thing.,2977
0,A small boy rides on a playground toy while pointing to a slide.,A small boy has a birthday party at a playground,2987
0,"A ""rock star"" performing a concert in front of a live audience.",They are running for public office.,2989
0,Men walking on the scaffolding of a building.,A man walking on a tight rope between two rivers.,2997
1,Young boy next to a bike that's turned upside down is handling a socket wrench set that is set next to the bike.,Young boy near a machine with two wheels which appears to be upside down is using some tools.,3024
1,Two women are sitting at a table.,Women talking to each other.,3047
1,Woman in purple outfit breast feeding girl at outdoor event with people holding banners.,A woman feeds her child at the event.,3057
0,A woman wearing sunglasses standing next to two men.,A woman is arguing with two men.,3062
0,A soldier shaking hands with a woman.,A woman with no hands is watching a demonstration about prosthetics.,3070
1,A blond woman in a gray dress crossing the street.,A woman is outdoors.,3085
0,"A man with a beard, a girl with a pink mohawk, and a nondescript female are sitting in front of laptops in an office.",The reception desk at Google.,3087
0,Indian women sort out clothing.,the women are fine,3091
0,A woman in black tights is holding a fiddle.,A woman is playing the piano.,3096
1,Two girls are ice skating with each other.,Girls are ice skating together.,3102
0,a woman is waling next to the cemetery,A woman is smiling as she skips down the road.,3105
0,A large group of children in matching red vests and large fake noses yell.,There are children performing in a pageant for their parents.,3107
1,A band is in a recording studio waiting to start playing.,A band is inside.,3115
0,A rock band is performing a set on stage.,The band Rush playing their favorite song for an audience.,3123
0,Guy taking picture of another guy who is wearing hat with horns.,Girl taking picture of another guy who is wearing hat with horns.,3128
1,The crew is using a crane to place a piece of equipment on the roof of a building.,A construction crew does some work.,3137
0,Two little black boys are playing with plastic bottles and having a lot of fun.,The two boys are playing with plastic bottles as part of a school project.,3163
0,A gymnasium athlete gets ready to start her gymnasium act.,The athlete is muscular.,3186
0,A man serves up food at a table that seats an elderly woman.,A man serves a tennis ball to an elderly woman.,3190
1,"Woman wearing USA colors, holding a USA Flag, riding a horse draped in the USA Flag in an arena.","Woman wearing USA colors, riding a horse draped in the USA Flag in an arena.",3191
1,A brown dog jumping into the air to catch a ball.,The animal is playing.,3204
1,The little boy is laying back relaxing on the colorful blanket.,A kid is taking it easy.,3205
0,Man with glasses juggling for children.,A man is juggling at the circus.,3215
0,A jockey on a horse is attempting to jump logs in a field.,The jockey is small.,3219
0,"A young African-American man, wearing a colorful silk-screened shirt and a cap, walks his bicycle down an urban sidewalk.",A black man is heading home with his bike.,3224
0,A couple walking down an open street.,The street is closed.,3252
1,A young man is emptying a bucket full of water in front of a large fountain.,A young person is emptying a bucket full of water in front of a large fountain.,3257
0,"A young pale woman's face with short blond-hair, and electric blue eyes, with a cherry coming out of each of her nostrils.",A woman is taking a dare by putting cherries in her nose.,3264
1,"There is a woman and man wearing orange shirts, playing instruments with sheet paper in front of them.",There is people playing instruments.,3280
1,Several men running down a grass field wearing numbers on the front of their shirts.,The men are running quickly.,3290
1,Two kids with helmets on sitting outside while one looks down and the other straight ahead.,there are tow kids,3292
0,A group of men is eating pizza in a restaurant.,Men are eating pepperoni pizza.,3293
1,A girl with dark brown hair and eyes in a blue scarf is standing next to a girl in a fur edged coat.,girls stand together,3308
0,A man wearing a yellow safety vest watches other workers on machinery.,The man is a basketball coach.,3310
0,A person with a variety of different wares standing amongst several others on a dirt road.,A trader with many different wares waiting for customers on a dirt road.,3331
1,"a man sitting in the grass, playing his guitar, wearing a red shirt",a man is wearing a red shirt,3337
1,A man in a red and white striped shirt walking past a wall with a painting of a man with a brown hat and surrounded by pink paint.,A man is walking by a wall with a mural on it.,3356
0,A skateboarder performs a trick.,The person is skillful,3361
1,Person in yellow jacket snowboarding.,There is a person snowboarding.,3366
0,Person wearing black and white striped shirt holding a red skateboard standing on sidewalk with stars.,There's a person in a spotted shirt holding a puppy standing on some grass.,3383
0,A woman in glasses smiles as she looks at the back of a camera she holds up in front of her face.,A man looks at the water.,3384
0,A woman is throwing her wet hair back creating a pattern with the dripping water.,A woman just got out of a shower.,3395
0,A woman eating a large fish in a restaurant.,There is a woman eating a burger,3396
0,A group of woman hold each other up to catch a ball.,A group of ladies are standing near each other and working together.,3399
0,A woman in a cowboy hat on a horse chases a calf around a dirt ring.,The woman is wearing a plaid shirt.,3404
1,A street in a town that looks like it's kept well and modern.,A clean street is in town.,3418
1,A pelican in mid-flight above a group of pelicans.,A group of pelicans are flying.,3419
1,A man is biting his tongue while throwing some food and attempting to catch it in a frying pan.,A man is cooking food with a frying pan.,3421
1,A child uses a hand to erase part of an advertisement from a chalkboard.,A child is wiping a chalkboard.,3441
1,A street performers plays guitar while a man dances and a couple watches.,People are watching the performer play guitar.,3451
1,Two little girls playing with sand on the beach.,Two little people playing with sand on the beach.,3455
0,A man is holding a machete while another man who is smoking is looking elsewhere.,The man holding the machete is asian.,3458
1,Young boy in a white striped shirt and headband holding a tennis racket.,the boy is on a tennis court,3466
1,"A young girl stands in yellow plaid shorts and a white top holding a wooden fishing rod as she stands at the boundary of a small pond, gazing at the camera.",A child stands near water with fishing gear.,3467
