label,sentence1,sentence2,sample_index
1,The man in the glasses is working on a laptop computer.,A person with a laptop.,105
0,Two workers help customers at the Sonoma Artisan Sourdough Baker stand.,The bicycle salesmen sell the women used bicycles.,106
0,An older man tipping his hat while standing in a group of people.,The older man has white hair.,107
1,A group of guys working together to build something.,There are guys.,108
1,A child cleaning a pan in the kitchen sink.,A child is washing a pan,110
0,A girl with her leg out on a lawn.,The girl is inside laying on the sofa.,111
0,A brown dog is jumping up at another dog in front of the man in jeans.,A woman buys a new watch.,121
0,Two men looking at a purple bike.,Men looking at a green bike.,122
1,A man brushing his teeth in the mirror.,A man is brushing his teeth.,123
1,A child on the bungee ride at Brighton Pier.,A child on a ride at the Brighton Pier.,125
0,A man helping a young child rollerskate.,The man and the boy are both eating ice cream.,127
1,"An African American boy is eating with a spoon while a man, sitting against a green background, watches.",a boys eats with a spoon,128
1,Child in a striped shirt is swinging from a rope swing.,A child is playing outside.,129
1,A Chinese high priest with her children in front of her wooden house.,The priest and children were outside of the house.,131
1,"As spectators watch, a man dressed in a cowboy outfit rides on the front of a long yellow tractor.",a man in a cowboy outfit rides on a yellow tractor,132
1,The small dog wearing a tutu stands on its hind legs.,There is a dog standing on his legs,133
1,Two people look at a view.,There are two people.,134
1,"A person in two hooded sweatshirts, one striped and covering his head, and jeans stands facing a wall with graffiti on it.",a person in sweatshirts,139
1,A boy is attempting to climb an iron fence.,The boy is climbing the fence.,141
1,A couple walking down the sidewalk holding hands. Yo,A couple is holding hands.,142
1,"Two distant black dogs running across grass at camera, along side a path.",Two dogs are running by a path.,143
1,A musical event in the park.,there is music in the park,144
1,"A man wearing a black t-shirt, with a black bandanna on his head, dark glasses and a beard is playing an electric guitar outdoors with a microphone in front of him, while another man in a gray hat and purple shirt is behind him along with a drum set, and two other guitar players are partially visible on either side.",A music band is performing.,145
0,Three sailboats float on calm water in front of hills and palm trees.,A couple of boats being disposed of at the junk yard.,147
1,Two women and a man sitting in blue and yellow seats smile for the camera.,Some humans sitting,149
1,three woman talking under an overhang.,three woman talking,150
1,The bundled up child is playing with toys outdoors.,A child playing with toys.,153
1,"A carver bent over a statue holding a chisel and a carving hammer of sorts, wearing a black work shirt and safety goggles.",The carver is holding a chisel.,154
1,A man sells goods in the street,A man is outside,156
0,A woman in a colorful top is sitting alone on a step in front of a street.,A woman sits by herself waiting for her date to pick her up.,158
0,I man with a covered face burning an israei flag in front of a crowd.,A man is arrested for burning the American flag,160
1,A large group of asian people are crowding around some sort of float at some sort of festival.,More than one Asian person is outside at an event.,161
1,Beautiful girl opening a Christmas present with two dogs at her feet.,Beautiful girl opening a Christmas present,162
1,A female figure skating in a black leotard.,A woman is ice skating.,163
0,A man in a kayak is holding his paddle up high.,A man is in a car.,167
0,Woman wearing sunglasses wearing a black outfit singing.,The sunglasses are large.,168
0,Two men posing for a picture at night.,The men are friends.,171
0,a family is observing a newborn baby sleep while wearing a striped.,The baby is riding a bicycle.,172
0,Girl throws a red bowling ball down the lane at the bowling alley.,A girl watches her bowling ball head for the gutter.,173
0,A skateboarder grinds on a cement obstacle.,The skateboarder is asleep.,175
1,A Mexican man rides on a cart pulled by a donkey.,There is a person in a cart that's being pulled by an animal.,177
1,"Man in a blue shirt, playing musical instruments.",There's a man playing music,180
1,A child climbs into a go-kart.,A child gets in a go kart.,181
0,Two female street performers playfully interact using a ball as a prop.,Two women are trying to make money by playing a show.,183
1,Two girls playing a soccer game with a red and white ball.,Young females are outside.,185
0,A group of soccer players after a ball.,Soccer players have scored a home run.,186
1,Cement truck with a yellow mixer parked in front of a building.,A truck is next to a building,189
1,"A woman in a blue shirt, brown pants, and green flip-flops crouches in front of a sitting man wearing a black shirt, jeans, and black shoes.",There is a woman in a blue shirt sitting with a man.,191
0,Two little boys standing on a field of grass together.,The boys are flying kites in the grass.,192
1,A woman in a striped tank top enjoys a cool beverage while taking in her surroundings.,A woman wearing a tank top.,195
1,Two small dogs play on the lawn.,Two dogs play on the lawn.,196
1,There are keys in some kind of box which is open.,A box has keys in it,197
0,"A person wearing a red, white, and blue helmet sitting on a motorcycle.",A person wearing black is driving a car.,199
0,A brown and white dog is leaping over a log near water in the snow.,The dog is sitting near a fireplace.,200
1,Four shirtless men hike up a canyon.,Four men are outdoors.,202
1,The middle of a bike marathon.,People on bikes.,203
0,"There are young men playing a game of football, one man has been tackled by another player.",A young man has just been tackled by an opponent in a high school football game.,204
0,A lady wearing a celebratory bug dress,The women is ata gallery opening.,206
0,elderly asian man and woman sit on the ground with there baskets.,There is a married couple sitting next to some baskets,211
1,A man on a yellow surfboard rides an easy wave.,A man is surfing.,214
1,1 man riding a bike through the country.,A human is riding a bike.,217
1,A woman with a camera looks out over rolling hills.,A woman is outdoors with a camera.,219
0,Family on beach looking at the ocean after a wedding.,Family sitting inside after a funeral.,220
0,A young boy sits next to a wind sculpture.,A boy sits next to a statue of a dog.,222
0,A gray dog is in grass.,A dog walks in the living room,223
0,"Two young men, one wearing a black shirt and the other wearing a white shirt, are looking at papers on a table.",The two men are trying to design a building.,224
0,"A group of soccer players on a field, one team wearing black and blue uniforms, the other, red and white.",The players are on the bus.,225
0,A man wiping the snow off his car with a large brick house in the back.,The man is trying to use his car to get to work.,226
1,People sitting on a rooftop looking out into the water.,People are looking across the water.,227
0,People are standing in a room with a television that has a picture of a boat on the water.,A family watching Gilligan's island,228
0,A man wearing a white collared shirt with a tie is holding sunglasses and a piece of paper.,The man is wearing a black shirt,230
0,A young man in blue and one in burgundy are in a wrestling competition.,the rocks were hard,232
0,A young black man is having a conversation with a young black woman from his balcony.,The man and woman are brother and sister.,233
0,A woman wearing a green shirt is attending cosmic bowling at the MonsterBowl.,A woman in green shoes leaves the bowling alley.,235
1,"A Girl Wearing Boots, Is Sitting On A Rock Near a Pond.",Someone sits near water.,236
1,"A man in a suit carrying a briefcase walks on a sidewalk, near a puddle reflecting the image of a building.",A man walks near a building.,237
0,A girl wearing a purple shirt and tan shorts is posed in a dance move.,A teenager strikes a jazz pose.,238
1,Many people are excited to be in a large pool of foam.,The people are in a pool.,242
0,Two dogs running on grass.,Some puppies are running to catch a stick,244
0,"A man, in red and black striped clothing, is sitting on a diving board, with a yellow hat on.",A man is sitting on a diving board and whistling.,245
0,One of the three friends tried to describe what he saw using only his hands.,The man has no hands,246
1,Two ladies are selling fruits and produce on the street.,Two people are selling fruit.,247
1,"Two children, one male and one female are practicing outdoor rock climbing.",Two children are rock climbing.,248
0,Man building a sand castle.,He is a professional sand castle builder,250
0,A man in a hard hat stands beside a ladder.,Construction worker about to climb a ladder to fix an electrical problem.,252
0,A girl is sleeping on top of a book in a library full of books.,A girl falls asleep in her bed.,255
0,A man in a blue headband plays tennis.,A man in a red headband is playing football.,257
1,A bearded man with a cigarette stares at a potted plant.,A man is holding a cigarette.,258
0,The black cup sitting on the black saucer resembles a top hat.,the cup is red,262
1,People walking their dogs along a riverbank.,People with their dogs near a river.,263
1,A boy is upside down in midair near a lake at sunset.,A boy is outside.,264
1,Two young children wearing sunglasses,Two kids each wearing a pair of sunglasses,265
0,A woman with a head covering and traditional clothing is reading into a microphone from a piece of paper.,The woman is speaking into a megaphone.,268
0,An older man in a red vest and blue cap is walking with a cane carrying a white bag.,The man is wearing green shorts.,269
1,A toddler and a baby play at the end of a slide.,Humans playing,270
1,A man in a plaid shirt is hiding his face as his arms are being held behind him by a man in a black shirt.,A man hides his face.,273
0,"Three men, two wearing yellow suits, are looking in the back of a car.",Three men breaking into a car.,274
0,Many people in running clothes are waiting for the run for haiti to start.,no one is waiting,275
1,A person is abseiling down a rock face attached to a rope.,There is a person outdoors,280
1,A woman in a coat and a man in a tracksuit talking on a phone cross the street.,Two people cross the street.,281
0,A bunch of women in a library with kids.,The women are in a spa.,282
1,A young man with shaggy hair is standing in front of a painting.,A man and a a painting,286
0,An older man running water over red tarp.,A woman waters her flowers.,287
1,A dog is perched up against a tree looking at the top.,A dog is by a tree.,289
0,A woman is pulling a motorcycle up onto one wheel performing a trick.,A women is pulling a scooter up onto one wheel to do a trick.,292
1,A little girl grasps her hands while sitting on a green and white striped towel in a grassy field.,A little girl sitting outside.,296
1,Two young children are lying on a porch in sleeping bags.,Two children are in bags.,298
0,A tan curly-haired dog jumps in the snow with a stick in its mouth.,A puppy is playing fetch.,299
1,Two cheerleaders dressed in black and pink are posing with one leg held up.,Two cheerleaders pose with one leg up.,300
1,A young girl is giving a young boy who has a ring bearer's pillow a kiss.,A little girl gives a ring bearer a kiss,301
0,A man sings into a microphone as another man plays electric bass behind him.,Two men are drinking at the bar.,304
1,The man sits with his dog on a bench in a park.,A man sits with his dog.,305
0,Two men on opposite teams playing basketball.,Two baseball players shaking hands,306
0,A person wearing a blue and white hooded jacket playing with a device is standing outside a store with a sale sign on windows.,A girl in a pink sundress is skating on the sidewalk.,307
0,A baseball player hitting a home run.,the cat eats sheep,308
1,sleds sled down the street,Sleds move down the street.,309
0,"A man in an orange apron standing in a kitchen, ostentatiously presenting a plate of food.",A man in a white apron eating a bowl of cereal.,311
1,A man and a woman are sitting next to each other on a bench outside.,A woman and man on a bench.,313
0,A family sits down at a table to play a board game together.,A family is having a game night.,314
0,Men walking on city street with a yellow bus and two FedEx vehicles in the background.,The man are sleeping.,316
1,"A young black boy with a striped shirt, black shorts and black rain boots laying on a row of yellow street barriers.",A boy lays on some street barriers,317
1,A man dressed in white walks a yellow rope on the ground that is attached to the handlebars of a bicycle.,A man wearing white is holding a rope near a bicycle.,318
0,A man in a blue shirt is tossing a football.,a man playing catch,322
1,A girl taking a picture of another person taking a picture.,A person is taking a picture of another person doing the same.,323
1,A homeless man standing in a construction site.,there is a homeless man,327
1,A young girl in a red shirt and gray pants is leaning over a kitchen counter laughing.,A girl laughing in the kitchen.,328
1,A boy rides down a slide into a small backyard pool.,There is water in the pool,329
0,A man lays on the grass in a field and reads a book.,A man dancing on the streets.,330
1,Three women in a room drinking and having conversation.,There are drinks in the room.,333
1,"A group of people, old and young, men and women, sit around a table doing arts and crafts.",A variety of people are sitting and making different arts and crafts.,334
1,An old man is holding two ice cream cones as he walks through the park.,A man is outside.,335
0,A man is leaning his bicycle on a tree.,The tree is falling on the house.,336
1,mother and daughter sitting down having coffee.,There are two people in this picture.,337
1,A young girl holding a hand-drawn clock talks to two women.,A young girl is holding a clock.,339
0,A crowd is gathered for some event while a woman in a flowered blouse talks with a man in a brown t-shirt.,A large crowd is gathered to watch a music concert.,344
0,A man is sawing some objects and there are a lot of sparks.,A man is gathering firewood by sawing them..,347
1,"A man looked very small, as he walked along the ancient building.",A small man outside.,349
0,A child wearing shorts is moving a window screen.,There is a child in long pants moving a watering can.,350
0,"A young girl is lying on some personal belongings, on a cart that is dragged by a horse and a man, on a dirt route.",The people are in a TV show about the 1800s.,353
0,A blond woman in brown is selling shrimp.,A man is cooking squid.,354
0,There is a blond female office and a male brown headed officer standing in front of a pole talking.,A man just punched a woman in her face.,355
0,A woman sitting at a table looking at a laptop computer.,A woman is looking up plane tickets on her laptop.,357
1,The surfer wearing the blue suit on the colorful surfboard is catching a wave.,The surfer is on the beach.,358
1,A group of people take a look at an unusual tree.,group of people outdoors looking at a tree,359
1,A man tosses a soccer ball in the air on the beach at sunset while boats go by in the distance.,A man was on the beach.,362
0,"The children are playing outdoors, while a man smiles nearby.",The kids are stealing from a store.,363
0,"Hooded women at event, one seated next to a table with large glasses on it.",The woman are at a renessance fair.,366
1,A man is mowing the lawn of a house shirtless.,A man is mowing the lawn.,370
0,A man wearing a harley-davidson hat working in a cornfield.,Harley-Davidson is his favorite brand.,371
0,A German Shepherd walks at the beach with an orange Kong toy in its mouth.,A German Shepherd plays following a swim.,372
0,A woman in black jeans sits on the railing of a bridge with a harbor in the background.,The woman is wearing blue jeans.,374
1,"A gentleman with a red shirt, glasses and graying hair is standing in a room full of seated people.",A man is standing while other are sitting.,375
0,A person balance a basket on their head on a beach.,A person is making a snow angel in a yard.,376
0,Two men sit at table at a conference given answers as the questions are called out.,Two women sunbathing at a beach,377
1,A man wearing a sunhat and carrying a rucksack poses on the side of a desert hill.,A person posing in the desert.,378
0,An Oriental ceremony with ceremonial garb and a red umbrella.,the ceremony is for black people,383
1,"An Asian chef is in the foreground, working over a steaming grill while a younger man is behind him.",A chef is preparing food on a grill near a younger man.,384
0,"A young girl in sunglasses, poses for the camera.",A girl is sleeping on the couch.,385
1,A young child wearing a mask at Ivars.,A child being playful,387
1,Groups of people are walking around Times Square in New York.,Some people walking.,389
0,A young child is petting an animal.,A little boy is grabbing a dog's coat playfully.,392
1,Child doing a trick on a skateboard in a skate park while friends watch on.,The child is skateboarding.,394
1,Hang glider on beach,air sport on beach,395
1,A costumes woman applies makeup while looking in a mirror.,A lady is putting makeup on.,396
1,A group of girls in skirts outside holding hands.,the girls are holding hands,397
1,A very young boy is looking at a piece of candy.,There is candy near the boy.,398
0,A young boy getting his hair styled is eating candy.,A young boy is having his tooth pulled by the dentist.,400
0,A boy and a girl playing in the pool on a sunny day.,It is clouding and storming.,401
1,A lone man sits in a boat in a cave with a group of people watching nearby.,A man is in a boat.,402
0,A man in a black shirt crosses a street with a guitar on his back.,The man is going to a club.,403
0,An african family are standing in front of some makeshift houses.,An African family are playing soccer.,405
1,A man in a kitchen is frying breaded food in a cast iron pan.,A man cooks.,408
1,Woman stands at a table full of vegetable produce.,A table full of produce and a woman.,410
0,A little girl in pink and purple stands on a playground.,A little girl is in a hospital bed.,411
1,Some people are riding carpets down a slide at an amusement park.,people are riding rides,413
1,A man leaping from a rocky hill.,The man is outside.,415
0,Two women and a young man play a game around a table.,Everyone is watching a movie.,416
0,"A man in an orange shirt and a man in a white shirt are at a vegetable stand, and the man in the orange shirt gives a woman wearing red some vegetables.",The two men are waiting on the bowl of Fruit Loops to get done.,417
1,An adult wearing a gray shirt with red sleeves sleeping on a couch.,There is an adult sleeping,421
0,A football player catching the ball while going down.,the player is eating food,422
0,A bull terrier terrorizes an old tire in the sand.,The dog is a poodle.,423
1,This man is jumping up in the air on a rock bridge.,There is a man jumping in the air.,424
0,A group of Jewish people waving flags in order to celebrate their religion.,There are people waving white flags surrendering.,425
0,A girl with pink hair is brushing herself.,A girl with pink hair is painting her fingernails.,429
1,A very young blond girl wearing pink pants with white polka dots is sitting on a wooded trail in a forest.,A girl is in the woods.,432
0,"A night shot of people gathered around a sign that says ""We Are Demanding"".","A night shot of people gathered around a sign that says ""NO SMOKING"".",433
1,Two dogs are playing tug-of-war with a blue object in front of a building.,Two dogs are playing outside.,435
1,Two men in black coats stand by the side of a building.,Two men are standing.,437
1,An elderly man looks through a camera on a tripod during a trip to the mountains.,A man has a camera.,439
0,Woman being given a palm reading by a female psychic while two other women wait inside of a small shop.,A group of skiers go down a mountain,441
0,"A dark-skinned man in traditional African garb stares into the camera, his right eye appears to have a cataract.",A man is attending a party.,443
1,"Street musicians playing a accordion, violin and a guitar.","Street musicians playing a accordion, violin and a guitar",445
1,A woman carries a bag with bright pink lettering.,A person carries a bag with letters on it.,447
0,A man in a band is singing while wearing a very loud shirt.,A man is sleeping in a chair.,448
0,"A man with short, blond-hair stares at a cement mixer.",The man is making his way up a large ladder.,450
1,A police officer stands between dragons in a Chinese New Year celebration.,Police officer at new year celebration,451
1,An old monk inspects a golden relic.,A religious person looks at a holy object.,453
1,"Two men, one in black, one in green and denim, on a dance floor.",The men are on the dance floor.,454
1,Chefs prepare food for patrons of a sushi restaurant.,Food is being made for people.,455
0,A woman walks by a river across city buildings.,a woman walking while on lunch,458
1,A young girl is holding her teddy bear while riding a pony.,A young girl holds her teddy bear.,459
1,A young child plays with his new light-up toy.,A child plays.,461
1,A little girl enjoying a frozen treat on the beach.,A girl is eating a frozen treat.,466
1,A girl is swinging on a piece of wood.,The girl is outside.,467
1,Two women in black pants are smiling at something to their right side.,Women are smiling.,468
1,A man with his shoes off is sitting on a rug.,a person sitting.,469
1,Four men and a woman stand in a colorful temple.,people are standing,470
1,Two boys with no shirts on wearing blue crocks stand on a rock.,two boys are standing,471
0,A shirtless man and woman are holding each other while standing in a pile of leaves.,A man and a woman holding hands as they walk up the stairs.,474
0,Uniformed men walking down gravel pathway.,Men are building a tree house.,475
0,A man with glasses is holding a very young infant.,a man is slapping a baby,477
0,A couple is kissing on a bridge.,A couple fights outside a restaurant.,478
0,Many people are dunking to support Special Olympics.,Several people are getting their heads shaved to benefit charity.,480
0,Three firemen wearing yellow suits one pointing up.,four firemen are buying groceries.,481
1,Two people stand on the steps of a large outdoor set of stairs made out of stone.,Two people are standing on stairs.,483
1,"A person paints a photo of a dog, based on a photo of a dog.",A person paints a dog based on a photo.,484
0,A teen boy is looking in the mirror with his entire face covered in shaving cream and is shaving his cheek.,A grown man fixes his long beard in the restuarant window.,485
1,A person standing outside an old building with headphones on.,A person is near a building.,488
1,A young lady plays the harpsichord while signing into a microphone.,There is someone playing a musical instrument.,489
0,A motorcycle is lying on the ground near a fire engine.,This motorcycle will never roll again.,490
0,Several people gather around a laptop at a table.,"Laptop on a desk, no one is pictured",495
0,people dressed in green and white dancing,People dancing during a St. Patricks day parade.,496
1,"Three men playing soccer, their uniforms indicating that one of them is from one team and the other two from the other, are all after the ball.",Three people are playing sports.,497
0,"A group of people and a dog sit in the bleachers of a basketball court, watching another group of people's performance on the court.",Some people and a dog are in the gym.,499
1,People sit outside a building.,People are sitting.,502
1,Two women carrying grain on their head.,Two women use their heads for transporting grain.,504
0,A heavily tattooed man with a soldier mask is about to hit another man in the face with his elbow during a wrestling match.,two people relax on a beach,505
0,Nurses stand around a cart looking at a ball and other objects.,the cat eats chips,509
1,There is a middle-aged lady who is performing with 2 fans in her hand and a lot of makeup on her face.,The woman is performing.,512
0,A large group of people explore around a rock structure.,A group of people are seeing a movie in the theater.,514
1,Someone standing between several large tents.,A person is standing next to some tents.,515
1,A boy with a cap and a blue tee is joggling three balls.,The boy has three balls.,517
1,A person walking down a street.,The person is on the street outside.,519
0,A child looks over her mother's shoulder.,A small child cries because his mother is angry.,520
0,A girl in dark blue baseball uniform throws a ball while two other baseball players runs around.,A girl in a blue baseball uniform pitches a ball to home plate while two other runners steal bases,522
0,A woman sits on a gray bench beside a bottle.,The woman sits on a rug.,523
1,A woman wearing nave and black clothing is sitting on a window seal eating a sandwich.,A woman is sitting and eating a sandwich.,525
0,A fat white boy in a tank top swings at a checkered black and white punching bag at a carnival while people look on and walk by in the background.,The boy is swinging at a friend.,528
1,A man in a gray shirt is in the air with his tongue sticking out while playing with a video game guitar.,A man plays a video game.,530
1,"A woman with short, dark hair carrying a pink bag and wearing red shoes stands in the middle of a street.",A woman is outside.,531
0,A boy wearing dark clothes is lying on a red blanket at the opening of a tent.,A boy is waiting on the circus performace to begin.,532
1,A young baby crawls across the wood floor towards the water bottle.,A baby is crawling,534
0,Multiple walls and decks filled with different kind of writings.,A swimming pool is full of water.,535
1,A young kid is jumping in a puddle.,The child is jumping in the puddle.,536
1,"An artist is working on his very contemporary looking piece of art, and is focusing very intensely on the work at hand.",an artist is working,538
0,"Two people in colorful clothes are standing in a field, bent over to look at the ground.",Two people in rainbow shirts are bent over.,541
0,A city street is illuminated by lamps at night.,A city street is dim with no working streetlamps,543
1,People taking photos with camera.,Individuals taking pictures with a camera.,547
1,A child is holding a colorful object and overlooking a crowd of people while sitting on the shoulders of an older person.,A child is sitting on the shoulders of someone older than them and near a crowd of people,548
0,Three monks walking in what looks to be a foreign country in appropriate black robes and sandals.,The monk is asleep in the middle of the disco floor.,550
0,A person riding a bike in the dirt.,A man is racing his car.,551
1,A nurse speaks to the crowd.,The nurse is talking.,553
0,A person sits with their back to a column while another person sits on nearby steps leading down.,The people are in the basement.,555
0,"A man, wearing an orange hard hat, standing on top a pile of bricks and rubble.",A man works on a demolition site.,556
0,A trials biker doing a stunt on a graffiti-filled wall.,The man is on a boat.,557
1,The shoppers are walking in a store.,the shoppers walk the store,558
1,A man is standing up holding a green bowling ball with his right hand.,A man is bowling.,559
1,A woman sits on a green bench while reading a book.,A human sitting,561
1,Women with short skirt standing on sidewalk.,A woman is standing on the sidewalk.,562
0,Male construction worker wearing overalls while sitting on a steel girder.,Nobody has overalls.,564
0,A collage of stop-action surfing pictures.,they were married,565
1,"A thin, brunette-haired woman in glasses talks with another blond woman, who gestures with her arms.",A couple of women are conversing.,567
1,A man in an Ozzy t-shirt looks at his breakfast of poached eggs and toast with coffee on the side.,A man is eating breakfast,569
1,College students at a kegger.,The college students went to a kegger.,570
1,Three people pose with their political signs out in public.,Three people are in public posing with their political signs.,571
0,A group of men are filming in a dingy street setting.,A group of men are playing an arcade game.,572
0,Have a quick chat and smoke break.,People are running in a marathon for lung cancer awareness.,573
0,A young man in a red striped shirt and blue jeans is bowling with a blue ball at a bowling alley.,The blue ball goes in the gutter.,576
0,A man wearing a green shirt and khaki pants and sandals is looking at a row of meat hanging on ropes.,The man is looking at fish.,578
0,"A man in a black hat, sunglasses and sweatshirt is playing the harmonica.",The man in the black hat is eating a hot dog.,579
1,A man in a hat is posing for a photo with a white donkey pulling a wagon.,A man is outside.,580
0,A woman holds a black and pink striped bag among a crowd of men on the street.,A woman and man is having a romantic picnic.,582
0,A young boy poses for the camera at an amusement park while riding a ride.,A boy is surprised by the camera photo as he is screaming on a rollercoaster.,583
0,A crowd of people waiting for the light.,The people are waiting in their cars.,585
0,A little boy is standing on the street while a man in overalls is working on a stone wall.,A man is working on his truck.,586
0,A man drives a roller during road construction with another man in the background.,The man is asian.,587
1,A woman waring a purple sweatshirt in a jewelry store is bent over inside the display case.,A human in a shirt,591
1,A man working on a circuit board,A man indoors working.,594
1,A stage performance appears to lead to violence while the band plays on.,A band playing music while fighting happens.,595
0,A small baby is in a plastic cradle.,the baby is in an antique oak cradle.,596
0,a women's beach volleyball game,Women play volleyball in the gym.,600
1,Two men working on windows to a brick building.,two men working on the windows,601
1,Three adults wearing cold weather gear.,Three adults are wearing gear.,602
1,A white woman holding a Panasonic video camera in a park.,A white woman is in a park.,605
1,2 women are standing in a street playing a blue guitar and a violin.,Two women are playing instruments in the street,606
1,Women and children with strollers in a library.,People inside a library.,607
0,A dog swims holding a tennis ball in its mouth.,A black lab swims holding a tennis ball.,608
1,Two guys in blue shirts are standing on top of a construction surface doing construction work.,A couple of workers are are doing construction.,609
0,Two men in white suits play the guitar on a stage.,The duo is a famous musical act.,612
1,"A crowd of people and their families are gathered in a field near an arena, watching an event on an outdoor screen.",A group of people are outside watching a screen.,615
0,"A skateboarder wearing black jeans, white t-shirt and red ball cap coming off the lip of a ramp and suspended in the air.",The skateboard has yellow wheels.,616
