label,sentence1,sentence2,sample_index
0,A man in a white shirt and blue shorts and a man in a red shirt and white shorts playing soccer.,Messi left the defender in his wake as he drilled in the last goal of his hat-trick for Barcelona.,832
0,A woman is bathed in red light on stage.,The woman is singing a song in the theater.,833
0,People are sitting down in front of a white banner.,People are running in a marathon.,835
1,A view of a boat from another boat on the water.,A boat is on the water.,838
0,A wakeboarder in the ocean is in the middle of a flip.,The wakeboarder is practicing for a tournament.,846
1,A young child in a pink coat erasing a sign out on a sidewalk.,A child is outside.,870
0,A band plays at a venue along the water.,The band sits idly in a hospital.,872
0,The dog is leaping into the water.,A lion eats a gazelle.,874
0,A crowd of people gathered in front of a building at night.,The group of people are waiting for the concert doors to open.,889
1,A white dog is walking through a river that runs through a rocky landscape.,An animal is outdoors.,893
0,A black dog jumping off a dock into water.,A brown and white dog is jumping into the water on a Tuesday afternoon.,912
0,A dog is running in the dirt and snow.,A puppy is asleep on a couch.,933
0,"Two young boys play besides a lake, throwing rocks into the water.",Two boys are skipping stones while they wait for their fathers to come back with the boat.,940
0,Man about to kick football on a field.,A man swings his golf club.,943
1,A group of people seated at a picnic table under a tent space decorated with flags and stars.,A group of people seated at a picnic table under a flag decorated tent.,958
0,A man and woman are having a conversation while sitting on a tree stump in the woods.,They are in the cabin of an airplane.,986
0,The man is carrying tins and taking them somewhere.,The man is crying over the collectible tins scattered all over the floor.,987
1,Woman holding a picture with her head turned.,Woman holds a picture.,997
0,A kid jumping over a ditch in the forest.,A kid is swimming in a lake.,1000
0,There are kids playing in the dirt beside the road.,Clean children ride their bikes to church.,1005
1,"Three people standing near a door, with silly string cans.",Three people with silly string cans.,1013
0,a man in brown jacket and blue cap is washing a black jacket in fountain.,a sad man in brown jacket and blue cap is washing a black jacket in fountain.,1023
1,man wearing brown pants and light blue shirt carrying flags.,A person carrying flags.,1050
1,Two adolescents play football in a residential yard while an older man watches.,There are people playing football.,1051
0,"A crowded street, in an Asian country, where the buildings are dominated by the Seiko building.",The crowds are at an indoor swimming meet.,1062
0,A girl with a green scarf on her head sits on cement steps.,A bird hops onto a trashcan.,1102
0,Street performer by the beach on stilts playing the tuba.,Their job was to go to the hospital.,1111
1,A furry brown dog carries his toy in mouth outside.,A dog has a toy.,1120
1,A woman with glasses raised is staring with her mouth open and there is a man with a child behind her.,A woman is in front of a man and a child.,1121
1,A woman is kneeling on the ground made of stone at the edge of a forest.,There is a person outdoors.,1127
1,A boy does skateboard tricks on a railing.,boy on skateboard,1131
1,Workers wearing yellow and white hard hats working on tracks.,People are working.,1134
1,A young boy in a yellow shirt plays with some equipment.,A young person in a yellow shirt plays with some equipment.,1136
0,A woman walking down the street with a purse in one hand and wearing a dress.,A woman wears jeans and a t-shirt to dinner.,1137
1,people enjoying their meals at an expensive restaurant.,There are people at a restaurant.,1144
0,A photo of a happy gentleman driving what looks like a large truck.,A photo of a semi truck driver smiling as he makes his first delivery.,1146
1,"A man, wearing a helmet, biking though grass and dirt.",A man biking.,1148
1,Five members of a band are playing a song.,the band plays a song,1176
0,The skateboarder does a trick on a ramp.,A small boy does a kick flip off a large brown ramp.,1177
0,A young blond woman in a polka-dot outfit and black glasses sitting in a restaurant.,The woman is driving an ambulance.,1215
0,A dog is running through high grass with a woman wearing red in the background.,The woman is in the high grass with her cat.,1225
0,a crowd of people sitting under a tarp eating.,A number of people eat with underneath a tarp at a wedding.,1230
0,The black and white dog is herding the sheep.,The dog has no legs and stays on the porch all day.,1233
0,Two street performers dance and play the accordion in front of a rather large crowd.,The two people are busking.,1237
0,Two dragsters race down the track in front of a crowd of spectators watching the drag race from the stands.,The people in the stands are watching a ballet.,1260
0,"A girl wearing a black and red, fur hooded jacket looks through a microscope.",The girl is eating lunch.,1266
1,Young boy with blond-hair laughing while swinging at the park.,A young boy is at the park.,1294
0,A middle-age woman is conducting a music group in refined surroundings.,A woman is playing with a punk band.,1302
0,A yellow dog and a black and white dog are running in the dirt.,the dogs are having a pie in bed,1309
1,A gray dog is walking through a grassy field.,There is an animal outside.,1343
0,A woman with a black jacket and headphones standing next to a building that is under construction.,the band stayed home to play poker,1347
0,An infant lays on a bed with it's mouth open.,The infant is driving a car.,1354
0,"A hockey player crouches slightly, with a full crowd in the background.",A cat is eating spaghetti.,1368
1,An older man in a gray shirt with a white long-sleeve shirt under it holding up a small wooden cabinet.,An older man is holding something.,1372
1,A snowboarder dressed in yellow makes a jump.,There is a snowboarder.,1388
0,"A man on a cellphone walking past four signs that all say ""NEVER SLEEP AGAIN""","A man reading a book, running past five signs that say, ""Run, Your Hair is On Fire!""",1392
0,Construction workers working at a railroad.,The workers are dancing in a nightclub.,1399
1,An elderly man communicates with a man and a woman.,A human communicating,1408
0,A middle-aged woman dressed in black cuts from a page in a book using elementary school scissors.,The woman was just taking the pot roast out of the oven.,1412
0,Two older women are sitting on a bench in front of a stone building and enjoying box lunches.,The women are eating salads.,1413
0,A bunch of people are gathered in a field overlooking a body of water.,a group of friends looking at their favorite lake,1416
0,"Africans in tribe clothes, walking pass a green.",Africans are shooting guns at a bear.,1419
0,"Three men in yellow hard hats, two women, and a young boy are standing on an elevated platform viewing something below.",The group is watching the demolition of the old stadium.,1421
0,A snowboarder soars through the air.,A person is talking a walk in the summer.,1432
1,A man wearing a leather coat and a white shirt.,A man is wearing clothes.,1438
1,A child runs near some trees.,A child is running near trees.,1439
0,People stand by a rocky cliff with water below.,People are sitting on a couch.,1443
1,A girl is performing a wheelie on her bicycle in front of a gray cinder block building.,A girl is on a bicycle.,1446
1,Two men are sitting on a park bench serenading people walking through the park at night.,There are two men on a bench.,1452
0,A person wearing orange overalls stands on the sidewalk.,The man is swimming at the beach.,1453
0,A blond Caucasian woman in a blue shirt wearing a straw hat.,A blond black woman in a blue shirt wearing a straw hat to goto the park.,1456
0,Two guys riding skateboards with one of them performing a jump trick.,Two guys hanging in their room.,1462
0,A little girl and her younger sibling are seated behind an adult who is taking them on a bike ride near forested hills on a sunny day.,The girls and the adult are going on a bike ride to the restaurant.,1464
1,A person wearing slacks and a backpack climbs a ladder up the side of the rock face of a gorge.,There is a person wearing slacks and a backpack climbing a ladder.,1466
0,Four men concentrating in an office setting.,A woman is eating lunch.,1468
0,Man looks out of second story window.,A man is looking out a second story window for his friend.,1471
1,"A person walks among large, white geometric shaped architecture.",A person is walking.,1475
0,Blond woman in glasses holds an Asian child wearing pink at a park.,A black haired man holds a black baby wearing orange at a zoo.,1487
1,A young boy walks with a bucket on top of his head.,A young boy with a bucket is walking.,1491
0,Two construction workers work on a road.,Two people eating lunch in a car.,1499
1,A small dog runs with a brown ball in its mouth.,A dog is running.,1512
0,A man with long hair talking on phone.,The man is talking to his daughter.,1514
1,A young woman is jumping by a child's lawn chair.,a young woman is by a chair,1526
1,A woman wearing a gray sweatshirt is eating.,A woman is eating.,1533
1,A man sings into a microphone on a stage.,A man is singing.,1538
1,"A ballerina dressed in yellow is dancing, on a stage.",A person dances on stage.,1551
0,A lone clown adding some much needed color to the world.,A mime is crying hysterically.,1552
1,Many people are dancing outside at night under hanging lights.,People are dancing.,1579
0,A middle-aged man wearing a blue shirt is playing a saxophone.,The man is wearing a green shirt and playing the trombone.,1581
1,A woman with brown hair is wearing a purple shirt and a white purse.,The woman is wearing a shirt.,1585
0,Four dogs two brown and two white playing in the grass.,Two brown and two white dogs are chasing tennis balls in the grass.,1594
1,A man is playing with a dog in some water.,There is a man and dog outdoors.,1649
0,A woman is holding a little girl who is trying to catch bubbles.,The girl is trying to catch a ball thrown by her father.,1652
1,A group of men looking over a section of wooded land.,The men are looking at something.,1699
0,A man is decorating a cake.,The cake is for his wife.,1701
0,A round table with printed matter ready for a meeting.,This is a corporate board room.,1706
1,A man in a red jacket eats from a Subway wrapper.,A man is eating,1719
0,A man holding a newborn baby.,A man is holding his wife.,1743
1,A young woman shows off her artwork on a wall.,There is art on a wall.,1752
1,"Orange construction trucks travel down a littered four-lane street in the middles of a concrete, urban downtown.",A truck travels down a street.,1766
0,A man in a blue jersey and orange visor threw a frisbee along a grass hill.,The man is playing frisbee by himself because he is bored.,1770
1,A boy holding a silver helmet is staring at something.,a boy holding a helmet is staring at something,1771
1,Passengers on public transportation listening to music through portable devices.,The people are listening to music.,1787
1,Snowboarder holding onto board while in midair.,A snowboarder holds something.,1788
0,A young man in a tan hat and a green shirt peers over a waist high wall separating the kitchen and living area of a home.,The  young man is looking to see if dinner is ready yet.,1802
0,A man and a woman are sharing a dishwashing task in a kitchen at the sink.,The man and the woman work at a famous restaurant.,1810
1,A man with a long beard is standing outside a brick building.,A man is standing.,1815
1,Two women and a child celebrating at a nighttime party.,There are two women and a child at the party.,1823
0,A wet black dog is running away from another black dog.,The dog is white.,1836
0,"A man next to a plastic crate and a bicycle, writes on a board.",A man writes on a board to teach his class.,1837
0,A blue race car on the side of the track.,The track is black.,1838
1,Little boy shoveling snow in the driveway.,There is a child outdoors.,1861
0,Young people having a drink and some fun at a local hot-spot.,young people having a drink at a club on a Friday night,1869
0,A woman with a white shirt and jeans is riding a motorized scooter.,A woman is taking a bus to school.,1871
1,A small child with a ponytail dressed in jean shorts and a pink and brown shirt climbs on a pole near wooden playground equipment.,A kid has a ponytail,1880
1,A man sleeps outdoors in a city park with people all around him.,People are outside near a man in a park.,1895
1,a crowd of people at a city festival with smoke and fireworks,People at a city festival with smoke and fireworks,1896
0,A man in a red shirt with sunglasses playing an accordion outside of a clothes shop.,The man is drinking a beer at the bar.,1908
0,A person is rock climbing.,A person is playing football.,1910
0,Groups of people relax outside a building.,A man is using a bullhorn at a demonstration.,1948
0,Five guys are sitting on a stage in front of two green tents behind a Boy Scouts of America banner.,There is a group of five women sitting on stage for a Girl Scouts of America meeting,1961
0,three males and a female watch as a biker fixes a chain that has come off his gear on his bike.,The group is standing around watching a burlesque show in Vegas.,1963
0,A young child leans against a rail on a crowded wooden bridge.,A child is at the zoo petting a sheep,1977
1,People with umbrellas walk down a busy street.,There are people outdoors with umbrellas.,1979
0,Two postal workers handle canned goods with a smile.,Two female postal workers are volunteering at the local food bank.,1980
1,Two people are riding bikes beside train tracks.,There are two people riding bikes.,1989
0,"A musician wearing a red scarf on his head and holding a microphone, wipes his face as he walks away from a smiling DJ.",The musician is playing in a concert hall as a part of his tour.,1990
1,Three men in long-sleeve shirts are running while holding hands.,Three men are holding hands and running.,1993
1,A young boy shields himself from a firetruck hose with an large umbrella.,A boy uses an umbrella.,1995
0,Two little girls holding hands on a beach.,The two little girls are sisters.,1998
0,"A bike rider with khaki green shorts, a blue shirt, backpack and helmet is riding on the street near a red station wagon that is missing a hubcap on the back drivers side.",The female rider is riding to school.,2001
0,A young woman sits at a dinner table with two entrees and a martini.,A woman is waiting on her date to arrive.,2014
0,A man in a cowboy hat rides a horse.,A rugged looking cowboy rides a black horse,2036
0,Bearded man in green hat is blowing on long wooden object and woman behind him is looking at him like he is crazy.,A bearded man is eating a cheeseburger.,2038
0,women spiking playing beach volleyball in london olympics,Toboggan racing at winter Olympics in Italy.,2045
1,women with some tattoo walking with her shopping bag.,A woman has tattoos.,2053
0,Four college-aged individuals- two males and two females- sitting on the concrete steps outside of a brick building,The students are dancing in a flash mob.,2055
1,A group of ten people posing outside of a classic-style building,A group of people outside of a building.,2060
1,A small child wearing pink stands in a doorway.,A kid stands in a doorway.,2078
0,a black and white dog trying to bite a stream of water,A dog sleeps on the couch.,2081
0,Boy in a blue uniform playing soccer.,The boy wearing red is dribbling the basketball up the court.,2085
0,three chinese people eat soup.,The women are eating pizza.,2099
0,A gymnast wearing a blue outfit grabs onto the parallel bars and does a handstand.,A gymnast wearing a blue outfit grabs onto the parallel bars and does a fifth handstand of the day.,2105
1,A dirt biker with the number 94 on it twice ridden by a man wearing white and blue with a blue helmet.,A person is riding a bike.,2123
1,Two female cheerleaders are doing a cheer while being lifted into the air by male cheerleaders.,Two cheerleaders are doing a cheer.,2124
0,A man standing next to a wall with a company logo.,The man is the company's CEO.,2132
1,A black and brown dog runs through the snow next to some trees.,An animal running.,2134
0,A little girl in white is looking back at the camera while carrying a water grenade.,The little girl is asleep on the couch.,2142
0,Boy runs through the airport towards woman.,The woman is the boy's mother.,2143
0,Men in construction uniforms are standing on iron girders.,The uniforms are black.,2146
1,A little boy wearing a green and white shirt with orange pants is helping another little boy sweep leaves from a road while two adult onlookers stand nearby.,There are children outdoors.,2178
0,A skateboarder does a kickflip along the train tracks.,A skater does a trick in the summer.,2197
0,A blond little girl walks down a sidewalk with a stick in her hand.,The little girl is fishing on a boat.,2199
1,A man in a flowered bathing suit waterskies on one ski while being pulled by a rope.,A man is bathing suits,2206
1,A man does a trick on his skateboard in front of a crowd.,a man does a trick,2207
1,Line of women in white dresses holding red flowers,There are women in dresses holding flowers.,2214
1,A dark-skinned man is wearing a police outfit.,Dark person is wearing police attire,2217
0,Black man in a nice suite that matches the rest of the choir he's singing with near a piano.,The man just bought the nice suit that day.,2244
1,A person walks in the dark near streetlights.,A person walks in the dark.,2246
0,A boy wearing a blue life jacket is holding onto the side of a green boat.,A boy wearing a life jacket is holding onto his little sister in the ocean.,2255
0,A construction worker standing on the roof of a house wearing an orange vest with a yellow hard hat.,There is a worker eating lunch.,2279
0,Four women posing for a picture.,Four women are making pasta.,2307
1,A man is inline skating in front of a wooden bench.,A man is skating.,2338
1,A man is on a ladder looking inside a machine.,A man is on a ladder.,2346
1,A large group of people have formed a line outside.,A group of people line up outside.,2353
0,a crowd of people in a parade.,No one showed up for the parade.,2377
1,A man in a t-shirt is fiddling with something.,Man wearing a t-shirt is fiddling with something,2380
0,The man in the straw hat smokes a cigarette.,A famer takes a smoking break while sitting on his tractor.,2383
1,A funny man in a hat is having his guitar signed.,A man holds a guitar.,2391
1,"A crowd of people are in a city square, seemingly oblivious to a human sculpture in their midst.",A crowd of people are in a city square.,2398
1,A man is standing in front of a small red object that looks like a plane.,A person is standing.,2412
1,Hockey players during a game.,There are hockey players.,2432
1,A baby girl in a light blue and pink dress leaning on a stone platform outdoors.,a baby girl is near a stone platform,2458
0,The bike is upside down on the ground and being looked at by a man in a blue shirt and another man in a red shirt.,The two men are planning a trip to the ballet.,2459
1,An artist paints a picture of a large castle.,A person paints a picture.,2478
1,"A woman holding a ""Hooters"" umbrella has smokey face-paint across her eyes and cheeks.",A woman holds an umbrella.,2480
0,A man picking exotic fruits from an open-air market.,Guy Ritchie uses shotguns and fruit bombs to dominate at the Oscars.,2493
0,A man in a green shirt and blue jeans is welding.,The man is welding by his friend's house.,2505
0,"A woman in a white dress is posing in a kitchen, next to a counter full of dishes of food.",The child is driving the car.,2518
0,Two girls stand in a shower stall.,The two girls are drinking at a pub.,2519
0,A bride stands on the curb looking down the road.,the bride is waiting for her ride to the church,2550
1,A man in a green shirt is smoking.,A person is smoking.,2562
1,Two dogs are laying in the snow with their mouths open.,There are dogs outside.,2563
0,"A man in a chef's uniform holding a large skillet over a stove, with fire coming out of the skillet.",The female chef is making a salad.,2568
0,A small group of soccer players are on a soccer field standing around while a player is looked at for injuries.,Soccer players are waiting to resume a game they are playing in the World Cup.,2591
0,A street performer wearing all black is playing her violin.,A girl is swimming.,2594
0,Four men dressed in bondage gear are on a float in a gay pride parade.,The men are bisexual.,2596
0,a lone man casting a fishing line into the water at sunset.,A man trying to catch fish to feed his starving family.,2612
0,Three men are looking at a sign on a cross in a canyon.,The cover to the hit movie Star Wars.,2615
0,Rider riding horse as it jumps over a fence.,the horse serves lunch to his rider.,2626
0,A man with a tan hat and jacket is fishing in green waters.,A man is grilling fish for dinner.,2633
1,A mountain biker is riding along a heavy dirt trail in a wooded area.,A mountain biker is riding outdoors.,2635
1,"A young girl in a long pink floral dress and matching headscarf is walking outside and carrying two large, filled, white cloth bags, one in each hand.",a girl has bags,2658
0,"A person dressed in a blue coat is standing in on a busy sidewalk, studying painting of a street scene.","A person is naked, sleeping in their bed.",2665
1,"A woman in a black dress is surrounded by four men, all holding sheets of paper.",A woman is wearing a dress.,2681
1,"A man wearing dirt bike clothes, with a logo in closeup.",The man is wearing clothes with a logo.,2707
0,A young man with brown hair playing a guitar.,The man is playing chess with a gold pen.,2732
1,Two men are on a beach bending down with one foot and one arm in the air at the same time.,Two men on a beach,2747
1,A small girl slides down a spiral slide at the playground.,There is a girl outside.,2751
0,A man in a nun costume has a cigarette in his mouth.,A man never held a cigarette in his mouth.,2753
1,A group of people standing by a tree.,There are people outside.,2756
1,A group of people riding camels in a desert-like area with some brush and trees.,a group of people are riding camels,2758
0,A girl in a bright outfit is playing in the leaves.,A girl dressed in all black is sitting in a pile of leaves.,2770
0,A group of young people dressed in red are attending an event at night.,People dressed in black and gold are at the football game.,2776
1,A band performs at a concert.,At the concert there is a band performing.,2780
0,"A group of people, scattered along a beach, relaxing.",a bunch of people playing baseball in a volcano,2816
1,Kids and adults alike are gathered outside near a fountain.,There are people outside.,2823
0,"Some sort of outdoor event with a clown wearing a name tag that says ""Toodles"".",A clown sleeping on his couch passed out from the busy weekend.,2842
1,a two-seated green sports car with the number 63 on its passenger side door on a driving track.,A car is on a track.,2852
0,A woman shaving a black and white dog.,A woman is shaving a cat.,2856
1,"A man with a black, white and red motorcycle jacket and jeans walks next to a man with a black jacket and jeans.",a man in a jacket,2865
1,Young red-haired man is playing an electric guitar.,A young man plays a guitar.,2884
0,"A man, which is in his kitchen, beats a batter inside a bowl beside empty pans and a spatula.",A husband is baking a birthday cake for his wife,2891
0,Confused person standing in the middle of the trolley tracks trying to figure out the signs.,the band stayed home to play poker,2907
1,Two people can be seen running on paths with trees between them.,people are running,2908
0,A woman and a little girl are preparing food.,The two people are making dinner.,2917
0,A busy outdoor kiosk to sell items.,An outdoor kiosk has no customers.,2924
0,A black dog runs on the beach.,The dog is sleeping under a bench.,2951
0,Person standing upon a log in the forest.,The man is riding his motorcycle through the woods.,2978
0,A small boy rides on a playground toy while pointing to a slide.,A small boy has a birthday party at a playground,2987
1,"Three young, blond girls wearing brightly colored clothes are having fun outdoors under a rainbow colored umbrella.",Three girls have fun under umbrellas.,2993
1,A woman with blond-hair in a fuchsia top is signing a poster.,There is a woman with a poster.,2994
1,Two children talk at a skateboard park while a young man does a jump on a blue designed skateboard.,There are children at the park.,2998
0,A skateboarder is doing a trick on the pavement.,A skateboarder is eating with a few friends while at a cafe,3007
1,A woman is talking to a man in a white shirt and bandanna.,A woman is talking.,3019
0,A woman in a red costume to the left of a man and woman standing together.,Three men are sitting together discussing the weekend.,3028
0,A man jumping onto a platform.,A man jumps on stage to meet his favorite band.,3034
1,A man wearing a cowboy hat and a blue striped shirt sticks out his tongue as he is on his cellphone.,A man is on his cellphone.,3055
1,People walk down the busy sidewalk.,People are walking.,3056
0,A man and a woman posing.,The man is the woman's husband.,3058
0,A woman chats on the phone while finishing pumping gas.,She is talking to her mother.,3063
0,There are some construction workers putting up a wall.,There are some construction workers putting up a wall in the new country club building.,3067
1,A plane is taxiing next to some water,A plane is next to water.,3104
1,A dog sits still while looking at large rocks.,A dog is looking at something.,3109
1,Children playing in water.,Children are in water.,3131
1,"Football players on a field, one player is being tackled by the other.",People are playing sports.,3132
0,A baby crawls at a playground., A baby crawls to his mother at a playground.,3134
0,A woman stretches outside of a building called Vira Virou.,The woman is swimming.,3150
0,"Two woman, one of which is cleaning her knife, are talking in the kitchen.",Women are at a casino.,3153
0,Man in red shoes and red and white print shorts posing in front of rocks by water.,A guy is posing so his friend can take a photo.,3155
1,A heavyset woman in a red shirt and black shoulder straps balances a blue container filled with goods on top of her head.,A woman balances a container of goods.,3171
0,a shoe shiner waits for customers.,A shoe shiner is closing his business for the day.,3176
0,A young man in uniform is standing with his back to a museum case that has a classical bust on the top shelf.,A young man is dancing with his girlfriend.,3182
0,A man serves up food at a table that seats an elderly woman.,A man serves a tennis ball to an elderly woman.,3190
1,A street performer is playing an odd instrument that's a mix of a saxophone and some other kind of horn.,A street performer is playing musical instruments.,3195
0,Two soldiers at an event center are watching a woman in a red shirt do push ups while another soldier leans over here.,The woman is alone in her bathtub at her house.,3207
0,"A girl in a white shirt, blue shorts, and yellow socks kicks a pink soccer ball.",The girl is practicing so she can play for the new American soccer team when she is big.,3221
0,Two people float through the air on a red and white glider.,Two people on a glider are racing to make a personal best time.,3232
0,A man with black hair stares to his right.,A man wearing black watches his cat play with a toy.,3247
0,A girl in green walks down a city street.,The girl is sitting on the beach.,3265
0,A group of children pose for a picture taken at the dining room table as they sit down for supper.,An old man plays with his dog.,3275
1,"There is a woman and man wearing orange shirts, playing instruments with sheet paper in front of them.",There is people playing instruments.,3280
1,Musical instruments being played while others are playing a game.,People play instruments.,3281
1,A male soccer player running on the field.,A soccer player is running.,3286
1,People in wetsuits jump into the water from a concrete dock.,People jump into water.,3294
0,A group of people relaxing in a park.,A group of people are having dinner together in a fancy restaurant.,3299
0,Many people walk along a crowded street.,A lot of people are sitting in a restaurant.,3307
0,A man wearing a yellow safety vest watches other workers on machinery.,The man is a basketball coach.,3310
0,"Two men in black outfits are carrying trays of food, with a third man in the background.",two men are carrying their drunk friend to his car,3312
0,A young boy jumps off a rock in the forest,The boy is walking into the drug store.,3334
1,Two children scavenging on the shore adjacent to boats.,Two kids are on a shore.,3335
0,The brown dog is jumping into the crystal-clear pool.,The dog is asleep on the couch.,3348
1,The orange cat stands next to its owner in the pink flip-flops.,A cat near a person.,3354
0,A man in a bright green shirt and sunglasses is riding a bicycle through the streets whilst drinking a latte.,He bought the latte from starbucks.,3360
1,Person in yellow jacket snowboarding.,There is a person snowboarding.,3366
0,A man in a green jacket is smiling.,A man in a tank top is yelling curses.,3398
1,Two individuals move about a field as an airplane flies in the background.,There are two people in a field.,3407
