label,sentence1,sentence2,sample_index
1,Two children play a game together.,Two people are playing a game.,663
1,Two Japanese actors wearing masks and colored costumes in front of an audience.,An audience watches two actors who are wearing masks and colorful outfits.,666
1,A family picnics in a park with a greenhouse in the background.,The family is having a picnic together at the park.,667
0,"A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.",A man is wearing a black shirt,669
1,A lady in a beautiful outfit with a name tag.,the woman is clothed,671
0,A band plays a concert for fans.,A band plays the song they are most famous for.,685
0,"Two vehicles or trailers going away from the camera in a sandy region, with a driver on each and two people in the back who each appear younger, looking in the direction of one another.",two racers kick up dirt,686
1,Two men wearing hats are shown at the front of a crowd of people.,There are two men in front of the crowd.,687
1,"A group of people, several of which are wearing fuzzy pink antennae.",A group of people are wearing antennae.,688
1,Young people sit or sunbathe on a park meadow.,Some young people are sitting outside in the sun.,689
0,Person riding a bicycle caught while in the air after doing a jump using a dirt mound transformed into a ramp.,An extreme biker shows off a trick during an extreme sports competition.,697
0,Two black dogs playing in the grass.,Two dogs are playing together.,698
0,Two groups of swimmers wade out.,two groups of swimmers are competing,699
0,A man in blue is in the top balcony looking down.,the guy looks down from the balcony at his wife,702
1,A group of people rowing on a lake.,tourists are enjoying water,703
1,"Man with a backpack on walking down a street, red information stand in the background.",The man strolls down the road.,707
0,Three men are riding in a wooden boat in the middle of a city.,Three men are driving a car,714
0,People picking up trash in the park.,Dolphins jump through rings of fire.,716
1,A man holds a small child.,The child is small,717
0,Little leaguer getting ready for pitch,The little leaguer threw a strike.,723
1,Three men perform with guitars on stage while one sings.,There are 4 men,726
1,A swimmer is emerging from the water,The swimmer is coming up from the water.,727
0,A hot girl talking to her friends while walking.,The pretty girl never has to pay for a thing.,728
0,"A few men are shown flipping in the air, upside down, as a result of using a contraption that is on their legs.",guys play with super pogo sticks,760
0,"A redheaded, heavily freckled, caucasian woman sits, eating chips.",The chips are spicy,767
0,The girl in the blue coat is holding a purple capped water bottle.,The girl is in a red coat.,768
1,a woman running in a race while onlookers cheer her on,A woman is running.,769
1,A dog standing in the shallow part of the ocean while the waves splash around.,dog standing among waves in the ocean,770
0,"A buy with glasses petting his bulldog, on the pavement with woods in the background.",The dog is speeding after a rabbit.,771
1,A man wearing a construction vest is working on laying pipe on site.,A man is working on a construction site.,772
1,A short-haired woman in a dimly lit room is holding a microphone.,A woman is holding a microphone,775
1,A man crouching outside a house while two other people look on.,A man is outside by a house,778
0,"Four men, two of them with guitars, perform on a stage while several people with their hands in the air watch.",A group of men silently protest.,780
1,Three workers are working on their assignment.,Workers are working on their assignment.,781
1,A man is popping balloons inside a cubicle using a handmade tool.,A man is popping balloons inside a cubicle using a tool.,784
1,"Two girls in pink on trampoline, one sitting and one jumping",2 girls are on a trampoline,788
1,Small child with long hair climbing up a rock towards large boulder.,The long haired kid climbed up the rock.,791
0,A person in a biking suit rides a bike down a hill.,There is a girl on the bike.,792
0,Two children in swimwear play volleyball at a beach side court.,"Near the beach, two girls are playing volleyball.",793
0,People walking on a one way urban street.,People running on the street in front of cars.,804
1,Several people preparing food in a kitchen.,Some people are cooking.,806
1,Someone is about to ride a motocross bike down the hill.,Someone is getting to ride a bike.,814
1,A white-footed beagle plays with a tennis ball on a garden path.,The beagle played with the tennis ball.,819
1,little girls in swimsuits are laughing,The little girls are not taking a nap yet.,822
1,A little league football game is underway in a suburban neighborhood.,There are children playing football.,823
0,A group of construction workers work next to a road at night.,There is no road to be fixed.,824
0,A man in a black shirt stares at a swordsman,A man in a black shirt is running from a swordsman.,825
1,A man wearing a leather jacket and a bandanna approaches a parked motorcycle outside of a building.,a man in a jacket,827
0,A small group of people are at a rollerskating rink.,A group of people are tying roller skates on at a rollerskating rink.,830
0,A man in a white shirt and blue shorts and a man in a red shirt and white shorts playing soccer.,Messi left the defender in his wake as he drilled in the last goal of his hat-trick for Barcelona.,832
1,"A man with a black baseball cap, blue shorts, gloves and no shirt is standing atop a roof.",A man has a black baseball cap.,836
0,Two friends are walking and holding hands.,Two sad friends are walking and holding hands.,839
0,A young man in a black graphic shirt is pretending to place his hand in a torture device in a playful manner.,A young man in a black graphic shirt is pretending to place his hand in an Iron Maiden in a playful manner.,840
1,A dog with a collar running through the water,A dog runs through water.,845
0,A wakeboarder in the ocean is in the middle of a flip.,The wakeboarder is practicing for a tournament.,846
0,The photo looks down on a street where five pedestrians are walking.,The photograph is shot by a female.,851
0,A woman dancer in a black tutu and nude hose dances with her arms over her head in front of a darkly painted background with dried leaves on the floor.,The woman is a ballet dancer,853
0,A man wearing a green numbered shirt is sitting in a stadium.,A man roots for his favorite player at the sports game,854
0,A child stands with a poster of another man along the streets of an impoverished area.,A child is with another man,855
1,"A young boy in a red ""U.S.A."" t-shirt plays with a toy circuit board kit.",A boy is playing with a circuit board kit.,860
1,a dog jumps for the Frisbee the girl is holding.,A dog jumps for the Frisbee the person is holding.,863
0,"a rock climber, climbing an extremely steep rust-colored rock wall, and he is wearing a bright orange hard hat with a light attached to it in the front, sunglasses, and jeans.",A rock climber is preparing for a future competition,867
0,The dog is leaping into the water.,A lion eats a gazelle.,874
0,in a crowded asian city people can be seen walking to their various destinations.,"Morning rush hour in a busy, Asian metropolis.",875
1,A woman is swimming with her three young children.,The people are in the water,876
1,A little girl holds a red balloon in front of a doorway.,There is a person in close proximity to a man-made structure.,878
1,Several construction workers are looking at an escalator,Workers look at an escalator.,882
1,A medium sized dog is jumping to get a stick.,The dog wants that stick,891
0,Two people running in the direction that is right for them.,Two fat people running in the direction that is right for them.,892
0,A chunk of meat is presented out the window of a shop while a young man goes toward it.,The man is asleep.,894
1,A man editing a black and white photo at a computer with a pencil in his ear.,A man is using a computer.,895
1,"A man walking in a buttoned up shirt on the right of the picture, in front of a black car.",The man is walking.,899
1,"A van is painted in bright colored lettering advertising floats, boogie boards, umbrellas, chairs, and surfboards for rent.",The van is advertising merchandise used at the beach.,900
1,"a man wearing a blue shirt, standing on the railroad is taking picture of the bridge.",A man is outdoors taking pictures.,905
0,Active person silhouetted against the sky.,There is a person's silhouette with the dark sky in the background,917
1,Snowboarder in a striped shirt going off a ramp in front of a crowd.,It is snowing,918
0,A tennis player gets ready to return the ball.,The tennis player is on a grass court.,920
0,"A woman in a white baseball hat reveals her tan line to her friend, who wears a sunhat",The woman is tired,922
1,Man in white shirt standing in a city street.,A person is outside in a city.,923
0,An older man with wild hair is checking out motorbikes.,The motorcycles are for sale.,924
0,A woman is looking down and wearing a white hair piece that looks like a wedding veil.,A woman is getting married.,928
1,A car is sinking underwater in a lake or river.,A car is nearly submerged in a large body of water.,930
0,A dog is running in the dirt and snow.,A puppy is asleep on a couch.,933
0,A man is sitting on a blue stool working outside at a worn wooden desk.,A man hitting another man with a stool,935
1,A woman is walking her baby with a stroller at the local park.,A woman in the park walking her baby.,936
0,Man about to kick football on a field.,A man swings his golf club.,943
1,Workers wearing orange vests are at a station,The workers are wearing orange vests.,948
1,A man with a dog is seated at the base of a statue.,The man and the dog are by the statue,950
1,Four people are riding horses on the beach.,Some people are riding horses.,951
0,Marathon runners run down a one way street.,Runners race down a street that has been blocked off from traffic.,953
1,A woman in blue shorts is carrying her shoes whilst walking on the beach next to the ocean.,A woman is visiting the beach and walking without shoes.,954
0,"Three people sit in chairs on the grass facing each other, while three more people in the distance by some trees watch them.",People are gathering.,955
0,A person walking by buildings and cars.,A person is walking to the store.,956
1,Two people hiking and a woman in a yellow shirt looking back at the camera.,Two people are outside.,959
1,"A man wearing a white helmet and green and black jacket is riding on a bright green and yellow motorcycle, as people mill about him.",People check out the man in his bright colored motorcycle as he sports a white helmet and jacket.,962
1,People walking around looking at furniture.,Shoppers examine products.,963
0,A black dog lays next to a ball.,A white cat jumps over a stick,966
1,A man in a long gray overcoat stands in a courtyard as snowfalls.,The man is outside.,968
1,A little boy with rain boots takes a walk in the park.,A boy with rain boots is outside.,974
0,Five teenage boys walk down a sunny street.,It's currently raining outside.,976
1,A man is jumping on a sheet of ice near a lake with a video camera in his hand.,A man is outside near a frozen lake creating holes.,980
0,A little girl in a white jacket holding a piglet toy.,The little girl is holding a toy car.,984
1,A woman and child making decorations outside.,A woman and child making decorations.,985
0,A man and woman are having a conversation while sitting on a tree stump in the woods.,They are in the cabin of an airplane.,986
0,The man is carrying tins and taking them somewhere.,The man is crying over the collectible tins scattered all over the floor.,987
0,"A young man in a group band playing a French Horn, with other musicians all around and large gold drapery in the background.",The young man is playing a flute,988
0,Three dogs running through water.,Three dogs are running in the creek at the park.,995
0,A kid jumping over a ditch in the forest.,A kid is swimming in a lake.,1000
0,Two gray dogs swimming in a lake to retrieve a white toy.,Two dogs chase a stick.,1007
0,A woman is holding the cheeks of a man on the beach.,A couple is laying on a towel on the beach.,1011
0,Six people standing on a sidewalk around a blue trashcan.,People are recycling,1012
1,"Three people standing near a door, with silly string cans.",Three people with silly string cans.,1013
1,A boy in a blue shirt plays the cello while a girl plays a drum.,Some people are playing music.,1015
1,bull riding with people watching,There are people watching the bulls.,1016
0,A child plays on the ground in a pile of leaves.,An adult plays in leaves.,1019
0,Two yellow dogs play in a green plastic pool.,The dogs are trying to cool off.,1021
0,A girl with a bucket of water is being chased by a boy with a bucket of water.,The children are tossing water balloons.,1028
1,A woman in a green vest tries to capture a picture of the horse.,The woman tries to photograph a horse.,1031
1,male construction workers observing something from a construction site.,A construction worker observing the site.,1037
1,The girl in the pink clothing scribbled in the sand with her finger while a girl clad in a blue green shirt looked in the ocean.,Two girls are at the beach.,1040
0,Footballers in red lining up for a penalty shot to protect the goal.,THe men are playing tennis.,1043
1,Two people are standing on a cliff,"There are two people in this picture, and they are both outside.",1045
0,A man in a plaid shirt with a laptop in his lap is sitting next to a table with a microscope and a circuit board on it.,A  man is conducting an experiment at his desk.,1048
1,man wearing brown pants and light blue shirt carrying flags.,A person carrying flags.,1050
1,A group of people stand and look at a kid who jumped.,A group of people are watching a kid.,1058
0,"A man hangs on to a strand of cloth with his big toe, his fingers and his teeth while standing on a platform by a river.",The man wrapped in cloth has fallen into the river.,1059
1,This man's dog looks surprised.,A man's dog is shocked.,1060
0,"A crowded street, in an Asian country, where the buildings are dominated by the Seiko building.",The crowds are at an indoor swimming meet.,1062
0,Two little girls eating some food on some steps.,Two little girls eating some carrots on some steps.,1063
0,"Two teams, one wearing green, one wearing red, playing a game of soccer.",The teams are playing a practice game.,1065
1,One dog is jumping into a pool while another runs along side the pool's edge.,Two dogs are active near a pool.,1066
1,A couple walking down the street.,a couple is walking up the street.,1067
0,A foreign family is walking along a dirt path next to the water.,A family of foreigners walks by the lake.,1069
0,A man and woman stand in front of a large red modern statue.,Some people are sitting down in an art museum.,1070
0,Two dogs on hind legs with faces near each other on a grassy field.,Two dogs sleep.,1072
1,The Amsterdam tourist information office and people walking by.,people walking by,1077
1,Two men dressed as Santa Claus dance on a ledge in front of a car.,men dressed as Santa Claus,1080
0,A man climbing a cliff with a forest in the background.,dog chased by lion,1081
0,A woman with a purple shirt is riding a brown horse.,Woman at the zoo,1085
1,"A family stands for a picture, holding frames to their faces.",A family holds up frames while posing for a photo.,1089
0,a skier helping a fellow skier get up from the snow,A ski instructor is helping a beginner learn how to ski.,1091
1,Young women playing a intense game of lacrosse.,Some women play a sport,1098
1,Two blond children play with sticks in the grass.,Two towheaded kids play outside with tree branches.,1100
1,A furry brown dog carries his toy in mouth outside.,A dog has a toy.,1120
0,A dog is running in the ocean beside the beach.,The dog is running and swimming.,1122
1,"Elderly couples dance at night, with strings of lights in the background.",Elderly couples dancing.,1124
1,Triangular blue and red flags flutter in the wind.,The flags are moving.,1125
0,A cowboy desperately tries to hang on to a bucking pinto horse during a rodeo.,the cowboy has fallen off the horse,1132
1,Some South American children walk a bike through the beach.,Some children walk with a bike on the beach.,1133
1,A young boy in a yellow shirt plays with some equipment.,A young person in a yellow shirt plays with some equipment.,1136
1,"Foreign folk dancers are dressed in outfits of bright lime green, red and white tops, lime green headbands and red, blousy trousers and open-toed specialty shoes while dancing in a city street, while spectators enjoy the show.",Foreign folk dancers are dressed in bright outfits while dancing in the street for an audience.,1138
1,two males fighting with an ax at a show.,There is a fighting show in progress.,1143
1,"A man, wearing a helmet, biking though grass and dirt.",A man biking.,1148
1,A parade of people wearing blue waistcoats and white t-shirts proceeds down the center of a street.,There are a bunch of people walking on a street,1150
0,A birds-eye view of a sidewalk with many people.,A view of the street with many cars.,1154
1,A woman stands with a plastic bag.,A woman is holding a bag.,1165
1,The two man is busy cementing the road.,men cementing road,1167
1,A statue of a young woman with her hands behind her head.,Statue of a woman.,1169
0,Bearded man in a blue jacket walking down the street.,The beared man in a blue jacket is going shopping.,1171
