label,sentence1,sentence2,sample_index
0,Two people walking across a street.,the people are women,1841
1,A person wheeling a stack of boxes on a dolly down a street.,Someone pushes a dolly filled with boxes down the street.,1843
1,"A young man, in a red t-shirt, is looking in the camera while he is preparing to cut up two butchered animals.",A man is looking at the camera.,1852
0,An Asian woman in a hat and pink shirt squats next to a river with two buckets.,A woman is scooping water out of the river with buckets in Asia.,1853
1,"A man in black oxfords, jeans and a layered green over black shirt, jumps in front of a run down industrial building.",A man jumps in front of a building.,1854
1,Mimes are playing tug-of-war.,street performers are pretending to pull from opposite sides of a rope.,1865
0,A woman in a blue dress is sitting on a red wooden couch.,The woman was standing on the couch,1887
1,A man sleeps outdoors in a city park with people all around him.,People are outside near a man in a park.,1895
0,A baseball pitcher dressed in a blue and white jersey pitches a baseball.,A man is rolling a bowling ball.,1899
0,"There is lady with the white apron has an utensil standing over a wok, a man in blue shorts and blue shirt sitting down, a person in a pink shirt and others are in the background all in one place.",There is lady wearing a white apron holding a pair of tongs over a wok.,1906
0,A man in a red shirt with sunglasses playing an accordion outside of a clothes shop.,The man is drinking a beer at the bar.,1908
1,Military personnel shoot rifles.,People in the military use guns.,1917
1,A young male boy is sitting backwards on a gray mule in the dessert.,The male is young.,1930
0,A young lady in a blue shirt laying on a tree limb.,A woman relaxing in a park,1931
0,Two girls decorate a display board.,Two girls are doing an art project for school.,1959
0,Two girls are walking along the street and talking.,There are people making clay pots.,1970
1,A group of hikers going up a mountain.,Some people are outdoors.,1976
1,Men examine meat at an outdoor meat market.,Men are outside.,1986
0,A man with a dog.,A man with a cat on his lap.,1994
0,The basketball player prepares to launch the ball to his teammate far down the court.,The man is playing soccer.,1997
0,Two little girls holding hands on a beach.,The two little girls are sisters.,1998
0,A man playing his guitar by a hotel pool.,The man is swimming in the hotel pool.,2000
0,A man standing on the top of a contraption of poles with the sky as his background.,There is a man sitting,2026
0,Man in beige sweater and woman in blue tee have a intense conversation.,The man and woman are yelling.,2027
0,"Twin brothers wearing the same shirt and pants, folding a towel together.",Complete strangers are folding pants.,2047
0,Pedestrians interact with street artists.,The street artists like the interacting pedestrians,2048
1,A group of men are playing basketball.,Men are playing sports.,2049
1,A group of ten people posing outside of a classic-style building,A group of people outside of a building.,2060
1,A man fixes his bicycle beside a road.,There is a man and a bike.,2062
0,Two men walking by a bright red wall.,A lady is sunbathing.,2082
0,A gymnast wearing a blue outfit grabs onto the parallel bars and does a handstand.,A gymnast wearing a blue outfit grabs onto the parallel bars and does a fifth handstand of the day.,2105
0,"Three News personal interviewing a couple of senior citizens, while another person looks on.",The news people are silent.,2116
0,Several Asians eat food outdoors.,Several Italians eat pizza outdoors,2125
1,A girl is standing next to a microphone and playing the trombone.,The girl is playing an instrument.,2136
1,The young man is waiting with others on the sidewalk.,there is a group of people waiting outside,2141
0,Boy runs through the airport towards woman.,The woman is the boy's mother.,2143
0,A sports car with flames coming out the exhaust.,A boy plays with a toy dumptruck.,2156
1,man wearing red shirt and jeans at an atm,A man is wearing clothes.,2180
1,Cyclists are riding bikes on an off road course beside a river.,There is an off road course by a river.,2190
0,Three people are trying to clean up the floor in a gym.,One person tries cleaning up the gym floor by himself.,2192
0,A tractor carrying lobster traps.,An order of lobster traps is being delivered.,2193
0,A brown dog on his hind legs in the shadow of some trees.,the dog is going for  a walk,2200
0,A man in green carries goods down a crowded street.,The man is wearing a green hat.,2204
0,"A old man wearing red, white and bluish gray playing music on a stage using a cross-cut saw.",An old man plays music on stage with a cross-cut saw and the audience is mesmerized.,2205
1,A group of people are knitting.,People are knitting.,2219
0,A man in a red striped shirt is picking up food off of a rock.,A man is eating a rock.,2243
0,A boy wearing a blue life jacket is holding onto the side of a green boat.,A boy wearing a life jacket is holding onto his little sister in the ocean.,2255
0,A person stands next to a snarling brown and black dog while a light brown dog stands up.,A person and two angry dogs.,2327
1,A woman on a swing is wearing one shoe.,A woman on a swing is wearing one shoe,2336
0,two white dogs drinking out of a stream,Two dogs are taking a nap under a tree.,2368
1,A man rides a bike down a city street.,A man rides a bike down the street.,2371
0,man washing the windows of a skyscraper,A man working hard.,2385
0,A man blows a giant bubble for a crowd of people.,A man blows out the birthday candles.,2393
0,Two women are picking something from a garden and placing it in a blue pail.,Two women are picking tomatoes.,2427
0,Two women in skirts walk down a city street.,Two hookers looking for johns.,2433
1,A German shepherd is showing its teeth as it growls at another German shepherd.,A dog growls.,2443
1,Three women and one man are standing in shoulder high water while a lot of steam blows off the surface of the water in the background.,a group of people stand in the water.,2454
0,A flock of birds flying over a shoreline.,A flock of birds are flying south for winter.,2472
1,Three boys standing with by snacks.,Some boys are standing around with food.,2479
1,A boy tosses a rock across a river.,A boy threw rock.,2489
1,A group of women are standing together in a line looking at books.,A group of woman are standing together.,2491
0,A black dog in a yard with a green object in its mouth.,The dog is green.,2502
1,"A teenage boy is holding up a large white sheet of paper at an event, with two toddlers also in the picture.",A boy is holding a sheet of paper.,2504
0,A woman in a white tank top has a paintbrush and paint tray in her hands.,woman painting the sunset,2511
0,A California Golden Bear quarterback falls to the ground after he throws the ball to his receiver who is pursued by the Stanford defense.,The game winning pass for the Golden Bears,2539
0,Two construction workers standing on scaffolding.,Two worker setting up scaffold.,2551
1,A woman wearing a short dress and high heels walking in front of two men carrying a large bottle while walking beside a white car.,A young lady is walking outside with two gentlemen.,2557
1,Two young women posing for a picture,Two women are standing and smiling.,2558
0,A man in a white shirt holds a microphone.,A man hiking a nature trail,2560
0,"A man in a chef's uniform holding a large skillet over a stove, with fire coming out of the skillet.",The female chef is making a salad.,2568
0,"Spectators watch, and one snaps a photo as a man jumps off of a bridge.",A man jumps off his roof while a man films him for a youtube video.,2590
0,One white boy and one black boy stand with arms around each other.,They are friends,2593
0,a lone man casting a fishing line into the water at sunset.,A man trying to catch fish to feed his starving family.,2612
1,A mountain biker is riding along a heavy dirt trail in a wooded area.,A mountain biker is riding outdoors.,2635
0,A person is running on a wooded street with the sun in the background.,The man running on a treadmill,2645
0,Three men have a conversation while sitting around an ornate table with microphones.,"The men are sitting around an empty, old table that isn't fancy.",2674
1,"A woman in a black dress is surrounded by four men, all holding sheets of paper.",A woman is wearing a dress.,2681
1,The woman is using a powerful telescope to view some distant things that amazes her.,a woman looking through a telescope,2693
0,A group of four young people are sitting with their backs to the camera looking out over a body of water.,A group of teenagers reminisce on the fun summer they had.,2695
1,A black dog splashes through the water.,A dog is in water.,2703
1,Women standing outside to use the potty.,Women are standing outdoors.,2708
0,A lady crosses a busy road on the crosswalk.,A lady crosses the road on her way to work.,2712
0,A woman in purple is sampling some food from a table.,Nobody is sampling,2731
1,Woman on cellphone running in the snow.,A woman runs in the snow.,2733
0,"A couple are kissing, as people wait on the street, near a purple glowing building in the background.",A couple of wolves are fighting a badger.,2734
1,A man wearing all blue walking down street across a blue van and blue car,A man is wearing blue,2738
0,Man walking with red skateboard.,the mans skateboard is very expensive,2739
1,An older couple looking at a red motorcycle.,The couple looks at the motorcycle.,2744
1,A man holding a microphone and hand covering eyes,A man covers his eyes will holding a mic.,2745
1,Two men are on a beach bending down with one foot and one arm in the air at the same time.,Two men on a beach,2747
0,A German shepherd runs after a tennis ball,The dog is playing fetch with his owner.,2779
1,Some people are in a race.,There are people engaging in a contest of speed.,2782
0,A man with gray hair and a plaid shirt looks out over a balcony.,man is enjoying cool wether in balcony,2786
1,A girl laughing on a water slide.,A kid is amused.,2790
0,Two people stare down their respective bowling lanes.,Two people collect their bowling balls.,2797
0,Boy with brownish red-hair playing in the middle of the street while his mother watches intently on the driver of the vehicle headed towards him.,The boy is inside playing with his trucks.,2806
0,Two children in red coats and hats looking at a red train in the winter time.,Two children in red coats and hats looking at a red train in the snow.,2811
1,"A man is walking down the beach using a metal detector, on a bright sunny day.",There's a person with a metal detector outdoors,2814
0,A girl holding a Chinese flag covers her mouth in Tiananmen Square.,The girl is coloring in her coloring book on the picnic table next to the park.,2824
0,A dog leaps to catch a ball in a field.,A dog runs around circles chasing his tails.,2832
0,Several hockey players sitting in the box outside the rink.,The players are skating.,2838
1,Two young women in dresses are playing with hula hoops.,Two women using hula hoops,2839
0,Two elderly gentlemen in sweaters are seated outdoors and engaged in conversation.,Two older men sitting on a park bench talking.,2849
0,A man and a woman look at the sky while the man smokes a cigarette.,The man is smoking a menthol cigarette.,2869
0,"A dog, trailing a leash, chases a tennis ball across a grassy area.",The dog is playing fetch.,2871
0,A group of buildings with asian writing on them and people walking about out front.,The buildings are ten stories tall.,2872
1,Several man in black tops play the guitar.,People are playing music.,2878
0,"A man, which is in his kitchen, beats a batter inside a bowl beside empty pans and a spatula.",A husband is baking a birthday cake for his wife,2891
1,"Male teenager wearing red shirt, black and white shorts and white bandanna sitting on black railing.",Someone is wearing a red shirt.,2898
1,A man wrapped in a towel is sitting in the sauna.,a man in a sauna,2911
0,An older bold man with a beard in the bright shirt is sitting and smoking on the street.,The man has a long beard.,2914
1,A group of three young men and a woman wearing a black shirt and blue jeans are fixing an inverted black and pink striped bike in a grassy park.,a group of people are outdoors fixing a bike,2923
0,A male volleyball player in a yellow jersey is about to spike the ball.,A man about to hit a volleyball toward another man,2931
1,An older man and girl are cutting wood together.,two people are chopping up a tree,2950
0,A woman with clack and white checkered pants gets her hair done at a salon.,A man is at the barber shop.,2961
1,Player number 23 dunks the basketball into the net with a crowd in the background.,Player 23 scored points.,2967
0,A man is poling in a canoe in a tropical location.,A man in a black hat is in a canoe.,2975
0,Cheerleaders wearing a yellow shirt are rehearsing.,Cheerleaders wearing a yellow shirt are practicing in the school gym.,2976
0,Child using a wood shop machine.,a child is asleep at home in bed,3005
0,Two street performers dance and play the accordion in front of a rather large crowd.,The two people are inside.,3009
0,"One gu, wearing blue gloves and a brown vest, with a large camera pointed toward a Conquest trailer with a solar cell at his feet.",A guy taking pictures of a Conquest trailer to sell it.,3030
0,Two muzzled racing dogs running along track.,Two racing dogs running along track.,3051
0,Three little boys on a float in a river.,three boys sleep in a tent,3072
0,"A man sticks his tongue out at the camera, a woman smirks at it.",the woman smiled as the man skated by,3073
0,A basketball player in white is trying to defend against the player in black who is dribbling the ball.,The basketball game will determine who wins the competition.,3086
0,Several children are sitting at a table as a little boy wearing a red shirt with a white design looks towards the camera.,Children are playing at a table.,3099
1,A plane is taxiing next to some water,A plane is next to water.,3104
1,Dogs and their masters gather on a dirt trail.,Trainers walking their dogs on a dirt trail.,3108
1,The older gentlemen explains with enthusiasm what the string is for.,the man explains the purpose of something,3124
0,Two people cooking in a cramped kitchen.,Two people watch a movie.,3141
0,"A young man and woman demonstrating a difficult, and compromising dance pose.","A young gay couple demonstrating a difficult, and compromising dance pose.",3147
0,A woman is sitting on some stairs outside with several baskets filled with craft items and miniature dolls at her feet and next to her for sale.,The woman is selling food and nothing else.,3152
0,A young girl pets a brown doe in the sunshine.,A sad girl pets a brown doe in the sunshine.,3157
1,Two people ride a motorcycle on a city street in front of a cafe with outdoor seats.,The people are riding.,3170
1,A large gray dog is jumping over a white hurdle.,A dog is active.,3177
0,An Asian man and woman smile while the man points to something to the right of the picture.,The man and woman are wind sailing in the Bermuda.,3228
0,Various people crossing the street by a liquor store and Thai House.,Various people are getting ready for a party as they leave the liquor store,3242
0,Two employees working at a restaurant during Dinnertime.,The people are asleep.,3266
0,A group of people stand together in front a little white house.,a group of people are standing in front of a red house,3267
0,An ice skater is performing an ice skating routine.,An ice skater is rollerskating.,3304
1,Man walking along side of a black iron fence.,A man walks near a fence.,3324
1,"A group of students work on a project, while world flags hang above their heads.",A group of students are working together on a school project.,3327
1,A child on a fake horse ride.,A child is riding on a fake horse.,3330
0,An elderly man opens a wine bottle while standing behind a bar.,The old man is not behind the bar.,3343
1,"Two people, one in gray and one in white, sitting on a bench by a walking path looking over a field at a forest during autumn.",The two people are enjoying the scenery.,3345
1,The orange cat stands next to its owner in the pink flip-flops.,A cat near a person.,3354
0,A young man with a pink comb in his hand and headphones on poses for the camera.,Man has a white comb,3368
0,A man is fishing in the ocean with a large woman walking to the left.,There is a man watching others fish,3373
0,A child with a snow shovel.,A grown ma with a shovel.,3374
0,A young boy wearing a striped shirt points into the distance.,A boy is pointing at a rainbow in the sky.,3376
0,Two females walk away from each other on an empty Asian city street.,Two women walk towards each with guns drawn on an empty Asian city street.,3385
1,A little boy with black curly hair sitting in a blue chair that is on the sidewalk.,A boy is sitting outside.,3391
1,A man wearing a dark blue robe performing a ritual.,A man is praying.,3394
1,A young boy plays on a merry-go-round.,A child plays on the playground equipment.,3417
1,A pelican in mid-flight above a group of pelicans.,A group of pelicans are flying.,3419
0,The Maryland Terps marching band performs at a football game.,A marching band practices in an empty stadium.,3420
0,A man walking across a chain over top of water.,A man is in a hurry to cross the water.,3436
0,This shows many people on bicycles in different color uniforms and helmets.,The people are at a cafe.,3440
1,Ballet dancers performing on a stage.,Ballet dancers perform a routine.,3444
0,A family enjoying a day at the beach.,A family playing volleyball,3446
0,A woman with a form of arms spread and one leg up on the shore of the ocean.,A group of women gather for their weekly yoga session.,3472
1,People are doing an exercise routine in a park-like setting.,There is a group outside being active.,3476
0,A woman and a man watching another man work with clay.,Two people watch a dog chase a ball.,3486
1,A bmx rider makes a jump.,There is an athlete performing a trick.,3490
0,Two casually dressed young men are sweeping a classroom floor while a casually dressed young woman looks on.,They are in trouble,3506
0,A blue boat and orange boat float among lilypads in an outdoor setting.,There are two different colored boats with fisherman on them.,3507
1,"Posing with their much loved guitar, a couple smiles joyously.",A couple is posing with a guitar.,3510
0,A woman is holding her baby in a hospital room.,The baby is sleeping in an incubator.,3517
0,"Two women, cosplaying as a pokemon and pokemon trainer, are posing for a picture in the street.",The wome are attempting to be cosplay models.,3530
0,Brunette woman in a pink tank top with sunglasses is laughing while holding a cup.,A woman heard a funny joke.,3531
0,A woman in her pink strip shirt waits at the street crossing for traffic to stop.,A woman is at a bar listening to music,3556
1,The man on the cherry-picker is high above the ground beside the beige house.,The man is high above the ground next to the house.,3561
